일시,광진구,동대문구,성동구,중랑구,광진구_따릉이대여소,동대문구_따릉이대여소,성동구_따릉이대여소,중랑구_따릉이대여소,광진구_하차총승객수_mean,광진구_하차총승객수_sum,광진구_하차총승객수_size,동대문구_하차총승객수_mean,동대문구_하차총승객수_sum,동대문구_하차총승객수_size,성동구_하차총승객수_mean,성동구_하차총승객수_sum,성동구_하차총승객수_size,중랑구_하차총승객수_mean,중랑구_하차총승객수_sum,중랑구_하차총승객수_size
20191105,9.516,5.706,7.382,4.07,51,50,56,49,163.08027210884353,119864.0,735.0,183.34458940905603,238898.0,1303.0,125.90927835051546,122132.0,970.0,113.3019943019943,159076.0,1404.0
20191106,9.138,5.556,6.932,4.01,51,50,56,49,164.42176870748298,120850.0,735.0,185.36531082118188,241531.0,1303.0,127.15257731958764,123338.0,970.0,114.08267997148968,160058.0,1403.0
20191107,8.274,4.994,6.49,3.822,51,50,56,49,164.24696356275302,121707.0,741.0,184.47465437788017,240186.0,1302.0,125.31921487603306,121309.0,968.0,113.69871794871794,159633.0,1404.0
20191108,7.844,4.62,5.946,3.544,51,50,56,49,167.9047619047619,123410.0,735.0,184.0,239568.0,1302.0,128.44984488107548,124211.0,967.0,113.95173882185948,160558.0,1409.0
20191109,7.838,4.218,6.026,3.31,51,50,56,49,133.5359565807327,98416.0,737.0,146.149300155521,187948.0,1286.0,96.84782608695652,93555.0,966.0,88.13571428571429,123390.0,1400.0
20191110,5.19,2.932,3.942,2.266,51,50,56,49,100.18579234972678,73336.0,732.0,107.78816199376946,138400.0,1284.0,69.55336787564767,67119.0,965.0,64.52865329512893,90082.0,1396.0
20191111,7.212,4.284,5.81,2.926,51,50,56,49,161.2792915531335,118379.0,734.0,179.1391237509608,233060.0,1301.0,122.42871900826448,118511.0,968.0,112.1823361823362,157504.0,1404.0
20191112,8.356,5.112,6.442,3.492,51,50,56,49,161.84583901773533,118633.0,733.0,183.02536510376635,238116.0,1301.0,125.0701754385965,121193.0,969.0,113.3454415954416,159137.0,1404.0
20191113,4.73,3.096,3.686,2.1,51,50,56,49,165.20759837177746,121758.0,737.0,183.752688172043,239246.0,1302.0,127.32474226804123,123505.0,970.0,115.44349680170576,162429.0,1407.0
20191114,5.404,3.304,4.33,2.286,51,50,56,49,162.31923601637106,118980.0,733.0,179.8056835637481,234107.0,1302.0,122.30538302277432,118147.0,966.0,111.12428977272728,156463.0,1408.0
20191115,1.878,1.216,1.52,0.784,51,50,56,49,163.76558265582656,120859.0,738.0,178.1749808135073,232162.0,1303.0,125.52685950413225,121510.0,968.0,112.12170818505338,157531.0,1405.0
20191116,5.904,3.23,4.096,2.442,51,50,56,49,128.9217273954116,95531.0,741.0,141.51323987538942,181703.0,1284.0,93.62732919254658,90444.0,966.0,86.06642857142857,120493.0,1400.0
20191117,1.51,0.756,0.974,0.69,51,50,56,49,92.67394270122784,67930.0,733.0,96.45412130637636,124040.0,1286.0,64.04672897196262,61677.0,963.0,60.93932905067809,85376.0,1401.0
20191118,4.72,2.976,3.638,2.026,51,50,56,49,160.42354533152908,118553.0,739.0,179.2628747117602,233221.0,1301.0,123.70144628099172,119743.0,968.0,112.29478943611706,157325.0,1401.0
20191119,5.166,3.16,3.664,2.036,51,50,56,49,161.89687924016283,119318.0,737.0,181.16820276497697,235881.0,1302.0,124.93691830403309,120814.0,967.0,112.64818763326224,158496.0,1407.0
20191120,5.362,3.216,3.96,2.146,51,50,56,49,164.45454545454547,121203.0,737.0,185.0053804765565,240692.0,1301.0,127.00723140495867,122943.0,968.0,115.33166904422254,161695.0,1402.0
20191121,5.822,3.528,4.562,2.38,51,50,56,49,164.28940217391303,120917.0,736.0,185.096699923254,241181.0,1303.0,128.14979338842974,124049.0,968.0,114.67615658362988,161120.0,1405.0
20191122,6.732,3.984,5.478,2.788,51,50,56,49,166.45934959349594,122847.0,738.0,186.5771297006907,243110.0,1303.0,128.81011351909186,124817.0,969.0,116.31743772241992,163426.0,1405.0
20191123,7.168,3.744,5.036,2.714,51,50,56,49,132.56410256410257,98230.0,741.0,146.44798136645963,188625.0,1288.0,96.5,93412.0,968.0,88.43019943019944,124156.0,1404.0
20191124,3.282,1.898,2.202,1.448,51,50,56,49,100.10490463215258,73477.0,734.0,105.02258566978192,134849.0,1284.0,69.11825726141079,66630.0,964.0,64.79828937990021,90912.0,1403.0
20191125,5.262,3.436,4.238,2.152,51,50,56,49,158.19433198380565,117222.0,741.0,180.20138355111453,234442.0,1301.0,124.73706004140789,120496.0,966.0,113.31142857142858,158636.0,1400.0
20191126,6.276,4.072,4.93,2.522,51,50,56,49,161.3617886178862,119085.0,738.0,184.0053804765565,239391.0,1301.0,125.9357512953368,121528.0,965.0,114.7018544935806,160812.0,1402.0
20191127,5.548,3.588,4.378,2.464,51,50,56,49,165.33694181326118,122184.0,739.0,187.5926210607225,244058.0,1301.0,128.12086776859505,124021.0,968.0,116.50960854092529,163696.0,1405.0
20191128,5.632,3.518,4.572,2.464,51,50,56,49,163.4424898511502,120784.0,739.0,183.8823981552652,239231.0,1301.0,126.55888429752066,122509.0,968.0,113.830242510699,159590.0,1402.0
20191129,5.492,3.25,4.314,2.296,51,50,56,49,166.4179104477612,122650.0,737.0,184.23177283192632,240054.0,1303.0,128.80888429752065,124687.0,968.0,114.64493267186393,161764.0,1411.0
20191130,4.884,2.766,3.466,2.082,51,50,56,49,129.37753721244923,95610.0,739.0,142.33928571428572,183333.0,1288.0,93.25336091003102,90176.0,967.0,87.28377412437456,122110.0,1399.0
20191201,1.284,0.702,0.794,0.584,51,50,56,49,95.83945578231292,70442.0,735.0,99.15062111801242,127706.0,1288.0,66.14715025906736,63832.0,965.0,63.01923076923077,88479.0,1404.0
20191202,4.076,2.604,3.278,1.83,51,50,56,49,160.59294436906376,118357.0,737.0,178.70967741935485,232680.0,1302.0,122.34571723426212,118553.0,969.0,111.24268379728764,155851.0,1401.0
20191203,4.172,2.51,3.264,1.774,51,50,56,49,162.7074829931973,119590.0,735.0,180.5337941628264,235055.0,1302.0,124.7595459236326,120892.0,969.0,112.16666666666669,157482.0,1404.0
20191204,4.962,2.854,3.668,1.964,51,50,56,49,163.65850340136055,120289.0,735.0,183.55913978494624,238994.0,1302.0,126.58471074380164,122534.0,968.0,114.62936564504632,160825.0,1403.0
20191205,3.662,2.202,2.92,1.458,51,50,56,49,164.1861413043478,120841.0,736.0,181.97388632872503,236930.0,1302.0,125.0,121000.0,968.0,113.38346400570208,159077.0,1403.0
20191206,3.38,1.972,2.698,1.306,51,50,56,49,164.27717391304347,120908.0,736.0,177.76285495011513,231625.0,1303.0,125.26473629782834,121131.0,967.0,112.49928673323824,157724.0,1402.0
20191207,2.814,1.796,2.06,1.222,51,50,56,49,127.58918918918918,94416.0,740.0,137.26495726495727,176660.0,1287.0,91.89740932642486,88681.0,965.0,86.6877667140825,121883.0,1406.0
20191208,3.012,1.67,1.924,1.208,51,50,56,49,99.5156462585034,73144.0,735.0,104.846453624318,134518.0,1283.0,67.75440414507771,65383.0,965.0,64.56437768240343,90261.0,1398.0
20191209,4.18,2.794,3.266,1.688,51,50,56,49,158.69864864864866,117437.0,740.0,178.4274750575595,232491.0,1303.0,123.2159090909091,119273.0,968.0,111.44950213371266,156698.0,1406.0
20191210,4.254,2.7,3.43,1.75,51,50,56,49,163.69959404600812,120974.0,739.0,181.91941673062163,237041.0,1303.0,126.25283797729618,122339.0,969.0,114.37803138373752,160358.0,1402.0
20191211,4.222,2.684,3.422,1.774,51,50,56,49,167.0108695652174,122920.0,736.0,184.31874039938555,239983.0,1302.0,128.68698347107437,124569.0,968.0,115.01988636363636,161948.0,1408.0
20191212,4.024,2.664,3.456,1.776,51,50,56,49,165.82002706359947,122541.0,739.0,182.6032233307752,237932.0,1303.0,127.42208462332302,123472.0,969.0,114.8429693076374,160895.0,1401.0
20191213,3.982,2.542,3.482,1.72,51,50,56,49,169.65223274695535,125373.0,739.0,183.2816577129701,238816.0,1303.0,130.68698347107437,126505.0,968.0,116.01495726495726,162885.0,1404.0
20191214,3.35,2.17,2.542,1.492,51,50,56,49,133.50473612990527,98660.0,739.0,145.91537267080744,187939.0,1288.0,96.4341968911917,93059.0,965.0,88.72863247863248,124575.0,1404.0
20191215,4.044,2.17,2.642,1.514,51,50,56,49,101.46739130434784,74680.0,736.0,105.8094867807154,136071.0,1286.0,69.49948078920042,66928.0,963.0,66.79957050823192,93319.0,1397.0
20191216,4.85,3.238,4.132,2.046,51,50,56,49,160.91847826086956,118436.0,736.0,177.00153609831028,230456.0,1302.0,124.33987603305783,120361.0,968.0,109.1639344262295,153157.0,1403.0
20191217,3.256,1.966,2.408,1.304,51,50,56,49,161.90650406504065,119487.0,738.0,176.81014604150653,230030.0,1301.0,123.86687306501548,120027.0,969.0,109.41553813257306,153510.0,1403.0
20191218,4.364,2.696,3.514,1.894,51,50,56,49,167.9255751014885,124097.0,739.0,183.3305149884704,238513.0,1301.0,129.49224405377456,125219.0,967.0,112.59357142857142,157631.0,1400.0
20191219,4.16,2.634,3.404,1.692,51,50,56,49,166.25304465493912,122861.0,739.0,182.54419677171407,237490.0,1301.0,127.91735537190084,123824.0,968.0,111.93394886363636,157603.0,1408.0
20191220,3.944,2.51,3.274,1.728,51,50,56,49,171.1066126855601,126790.0,741.0,186.4274750575595,242915.0,1303.0,132.34262125902993,128240.0,969.0,115.99858156028368,163558.0,1410.0
20191221,2.654,1.528,1.792,1.16,51,50,56,49,135.28416779431663,99975.0,739.0,143.65549493374905,184310.0,1283.0,96.45238095238096,93173.0,966.0,89.42592592592592,125554.0,1404.0
20191222,3.184,1.888,2.236,1.37,51,50,56,49,106.37687074829932,78187.0,735.0,109.14374514374516,140468.0,1287.0,70.72360248447205,68319.0,966.0,68.11911554921541,95503.0,1402.0
20191223,3.486,2.086,2.91,1.35,51,50,56,49,163.97142857142856,120519.0,735.0,176.1082118188795,229469.0,1303.0,125.025826446281,121025.0,968.0,110.17592592592592,154687.0,1404.0
20191224,3.836,2.512,3.392,1.734,51,50,56,49,168.39106901217863,124441.0,739.0,181.0491551459293,235726.0,1302.0,128.2125902992776,124238.0,969.0,113.09232954545456,159234.0,1408.0
20191225,3.008,1.66,2.052,1.27,51,50,56,49,109.47489823609229,80683.0,737.0,112.84304584304584,145229.0,1287.0,74.90777202072539,72286.0,965.0,72.43481375358166,101119.0,1396.0
20191226,2.94,1.92,2.366,1.258,51,50,56,49,162.12059620596207,119645.0,738.0,173.03533026113672,225292.0,1302.0,125.05268595041322,121051.0,968.0,109.24199288256229,153485.0,1405.0
20191227,3.378,2.136,2.678,1.466,51,50,56,49,165.26829268292684,121968.0,738.0,180.22905457340508,234478.0,1301.0,127.8543388429752,123763.0,968.0,112.12357954545456,157870.0,1408.0
20191228,3.226,1.958,2.168,1.522,51,50,56,49,126.84303112313938,93737.0,739.0,134.64719626168224,172887.0,1284.0,90.11789038262668,87144.0,967.0,84.16809116809117,118172.0,1404.0
20191229,2.568,1.498,1.63,1.104,51,50,56,49,97.29795918367348,71514.0,735.0,99.17016317016316,127632.0,1287.0,66.15145228215768,63770.0,964.0,63.8689111747851,89161.0,1396.0
20191230,2.734,1.708,2.312,1.15,51,50,56,49,156.38430311231394,115568.0,739.0,169.36607828089026,220684.0,1303.0,121.42605997931749,117419.0,967.0,107.01570306923628,149929.0,1401.0
20191231,2.162,1.446,1.91,1.006,51,50,56,49,154.10554803788904,113884.0,739.0,163.23809523809524,212536.0,1302.0,116.29855371900828,112577.0,968.0,104.34423897581792,146708.0,1406.0
20200101,1.796,1.244,1.432,1.008,78,81,76,67,80.76944065484311,59204.0,733.0,74.3289371605896,95810.0,1289.0,52.575356415478616,51629.0,982.0,50.606017191977074,70646.0,1396.0
20200102,3.252,2.07,2.754,1.422,78,81,76,67,148.2618724559023,109269.0,737.0,155.96879756468795,204943.0,1314.0,112.02429149797572,110680.0,988.0,99.89694385216774,140555.0,1407.0
20200103,3.548,2.278,3.016,1.634,78,81,76,67,156.81718963165076,114947.0,733.0,165.51942117288652,217327.0,1313.0,118.34580384226491,117044.0,989.0,104.6543909348442,147772.0,1412.0
20200104,3.268,2.024,2.166,1.392,78,81,76,67,122.6967213114754,89814.0,732.0,125.9945945945946,163163.0,1295.0,85.03542510121457,84015.0,988.0,79.76416430594901,112627.0,1412.0
20200105,3.026,1.692,1.934,1.36,78,81,76,67,94.8651226158038,69631.0,734.0,96.88794435857804,125373.0,1294.0,63.48426395939087,62532.0,985.0,61.69565217391305,86559.0,1403.0
20200106,1.934,1.264,1.46,0.766,78,81,76,67,153.26151761517616,113107.0,738.0,163.4767707539985,214645.0,1313.0,118.15736040609136,116385.0,985.0,103.32365439093483,145893.0,1412.0
20200107,0.232,0.144,0.222,0.104,78,81,76,67,150.48979591836735,110610.0,735.0,157.06092916984005,206221.0,1313.0,115.93023255813954,114655.0,989.0,100.65839829907868,142029.0,1411.0
20200108,2.43,1.568,2.216,1.096,78,81,76,67,157.1316146540027,115806.0,737.0,167.81963470319636,220515.0,1314.0,121.58198380566802,120123.0,988.0,104.67374380750176,147904.0,1413.0
20200109,3.382,2.068,2.718,1.506,78,81,76,67,157.19319727891155,115537.0,735.0,168.005331302361,220591.0,1313.0,119.59453993933266,118279.0,989.0,104.60425531914892,147492.0,1410.0
20200110,3.584,2.108,2.862,1.438,78,81,76,67,161.03116531165313,118841.0,738.0,171.2694063926941,225048.0,1314.0,122.38018200202224,121034.0,989.0,107.75971731448765,152480.0,1415.0
20200111,2.83,1.758,1.964,1.322,78,81,76,67,125.33514246947082,92372.0,737.0,135.71935235158057,176028.0,1297.0,89.17914979757084,88109.0,988.0,83.65556343019135,118038.0,1411.0
20200112,2.48,1.48,1.732,1.148,78,81,76,67,96.88645690834473,70824.0,731.0,99.35112142304718,128461.0,1293.0,65.06408952187182,63958.0,983.0,61.96504992867333,86875.0,1402.0
20200113,3.096,1.96,2.492,1.274,78,81,76,67,153.95770804911322,112851.0,733.0,165.41736481340442,217193.0,1313.0,118.14040404040404,116959.0,990.0,103.14691270404542,145334.0,1409.0
20200114,3.336,2.076,2.824,1.34,78,81,76,67,154.5142857142857,113568.0,735.0,166.46534653465346,218569.0,1313.0,121.177304964539,119602.0,987.0,104.2860184528034,146939.0,1409.0
20200115,3.438,2.066,2.714,1.332,78,81,76,67,157.19131614654003,115850.0,737.0,169.46311787072244,222844.0,1315.0,122.38500506585612,120794.0,987.0,105.83724235963042,148913.0,1407.0
20200116,3.444,2.076,2.896,1.282,78,81,76,67,156.22388059701493,115137.0,737.0,168.765601217656,221758.0,1314.0,121.02323232323232,119813.0,990.0,105.8069552874379,149082.0,1409.0
20200117,3.496,2.068,2.87,1.372,78,81,76,67,160.42818428184282,118396.0,738.0,171.506463878327,225531.0,1315.0,124.0547112462006,122442.0,987.0,107.52195467422096,151821.0,1412.0
20200118,3.044,1.784,2.292,1.35,78,81,76,67,125.48849797023004,92736.0,739.0,137.5231124807396,178505.0,1298.0,90.95228426395938,89588.0,985.0,84.40028388928317,118920.0,1409.0
20200119,2.184,1.3,1.654,0.944,78,81,76,67,96.95095367847412,71162.0,734.0,102.3057915057915,132486.0,1295.0,67.43350253807107,66422.0,985.0,64.17663817663818,90104.0,1404.0
20200120,3.156,2.142,2.852,1.394,78,81,76,67,155.1671195652174,114203.0,736.0,170.42053231939164,224103.0,1315.0,121.62689585439838,120289.0,989.0,105.5872340425532,148878.0,1410.0
20200121,3.42,2.288,2.996,1.62,78,81,76,67,157.4119241192412,116170.0,738.0,173.28745247148288,227873.0,1315.0,123.18099089989887,121826.0,989.0,106.88652482269504,150710.0,1410.0
20200122,3.78,2.424,3.074,1.626,78,81,76,67,161.0923913043478,118564.0,736.0,173.66412795125666,228021.0,1313.0,125.92206477732792,124411.0,988.0,108.07360226468506,152708.0,1413.0
20200123,3.998,2.424,3.172,1.8,78,81,76,67,152.13233287858117,111513.0,733.0,163.98782343987824,215480.0,1314.0,118.94517766497462,117161.0,985.0,104.92170818505338,147415.0,1405.0
20200124,2.388,1.392,1.864,1.288,78,81,76,67,69.31284153005464,50737.0,732.0,74.15695415695416,95440.0,1287.0,49.38351983723296,48544.0,983.0,50.15561959654179,69616.0,1388.0
20200125,1.936,1.168,1.362,0.954,78,81,76,67,55.81318681318681,40632.0,728.0,56.09765625,71805.0,1280.0,37.99382080329557,36892.0,971.0,41.645863570391874,57388.0,1378.0
20200126,2.83,1.442,2.202,1.22,78,81,76,67,75.14227086183311,54929.0,731.0,74.13664596273291,95488.0,1288.0,49.87767584097859,48930.0,981.0,51.12931034482759,71172.0,1392.0
20200127,1.984,1.24,1.42,1.016,78,81,76,67,82.3,60079.0,730.0,79.24652241112828,102545.0,1294.0,54.16921508664628,53140.0,981.0,54.18422939068101,75587.0,1395.0
20200128,3.61,2.424,3.022,1.678,78,81,76,67,141.56657608695653,104193.0,736.0,146.17199391171994,192070.0,1314.0,108.6417004048583,107338.0,988.0,97.26576895818567,137242.0,1411.0
20200129,4.224,2.752,3.474,1.936,78,81,76,67,149.674355495251,110310.0,737.0,155.13916349809887,204008.0,1315.0,114.9827935222672,113603.0,988.0,100.94840989399292,142842.0,1415.0
20200130,4.364,2.758,3.672,2.064,78,81,76,67,150.4204081632653,110559.0,735.0,156.57305936073058,205737.0,1314.0,114.98885511651469,113494.0,987.0,100.95538243626062,142549.0,1412.0
20200131,4.118,2.576,3.468,1.824,78,81,76,67,150.78561736770692,111129.0,737.0,156.68316831683168,205725.0,1313.0,115.67206477732792,114284.0,988.0,100.77195467422096,142290.0,1412.0
20200201,3.236,2.158,2.398,1.574,78,81,76,67,111.87774725274726,81447.0,728.0,112.51536098310292,146495.0,1302.0,77.48989898989899,76715.0,990.0,73.1842105263158,102897.0,1406.0
20200202,2.868,1.794,1.994,1.148,78,81,76,67,83.35461956521739,61349.0,736.0,84.58506543494997,109876.0,1299.0,55.74873353596758,55024.0,987.0,54.39971346704871,75942.0,1396.0
20200203,3.4,2.112,2.962,1.484,78,81,76,67,147.00548696844993,107167.0,729.0,152.69878603945372,201257.0,1318.0,112.70171890798788,111462.0,989.0,99.00780695528744,139502.0,1409.0
20200204,2.76,1.772,2.416,1.066,78,81,76,67,148.7921195652174,109511.0,736.0,155.52315869400152,204824.0,1317.0,116.02147239263805,113469.0,978.0,99.9004975124378,140560.0,1407.0
20200205,2.652,1.548,2.12,0.972,78,81,76,67,145.81546811397558,107466.0,737.0,151.3026615969582,198963.0,1315.0,114.70756646216768,112184.0,978.0,97.2193913658882,137371.0,1413.0
20200206,2.838,1.734,2.284,1.012,78,81,76,67,142.71896316507502,104613.0,733.0,148.70887035633055,196147.0,1319.0,113.63329928498467,111247.0,979.0,95.03977272727272,133816.0,1408.0
20200207,3.128,2.094,2.622,1.362,78,81,76,67,146.15924426450744,108304.0,741.0,152.81259484066769,201407.0,1318.0,114.29584599797366,112810.0,987.0,99.23371104815864,140118.0,1412.0
20200208,2.704,1.858,2.048,1.252,78,81,76,67,108.70420624151969,80115.0,737.0,111.74616564417178,145717.0,1304.0,75.65318503538928,74821.0,989.0,71.57163120567375,100916.0,1410.0
20200209,2.606,1.64,1.892,1.078,78,81,76,67,82.5027397260274,60227.0,730.0,81.42538461538462,105853.0,1300.0,55.28861788617886,54404.0,984.0,52.71428571428572,74169.0,1407.0
20200210,3.906,2.54,3.406,1.568,78,81,76,67,143.15552523874487,104933.0,733.0,148.4224924012158,195324.0,1316.0,109.53589484327604,108331.0,989.0,95.40767045454544,134334.0,1408.0
20200211,4.614,3.094,4.108,1.982,78,81,76,67,145.27815468113977,107070.0,737.0,152.097875569044,200465.0,1318.0,112.22267206477731,110876.0,988.0,97.22624113475176,137089.0,1410.0
20200212,1.238,0.752,1.204,0.576,78,81,76,67,144.38503401360543,106123.0,735.0,147.32397572078906,194173.0,1318.0,111.35866261398176,109911.0,987.0,95.48585572842998,135017.0,1414.0
20200213,3.71,2.69,3.394,1.764,78,81,76,67,146.9429347826087,108150.0,736.0,152.23117870722433,200184.0,1315.0,113.1153846153846,111758.0,988.0,98.10906515580736,138530.0,1412.0
20200214,4.814,3.004,3.986,2.126,78,81,76,67,152.21632653061224,111879.0,735.0,156.33383915022762,206048.0,1318.0,116.18844984802432,114678.0,987.0,101.14032600992203,142709.0,1411.0
20200215,3.718,2.248,2.902,1.738,78,81,76,67,115.50136239782016,84778.0,734.0,116.4735226400614,151765.0,1303.0,81.76476578411405,80293.0,982.0,76.87803138373752,107783.0,1402.0
20200216,0.948,0.538,0.612,0.468,78,81,76,67,84.5525238744884,61977.0,733.0,83.2557781201849,108066.0,1298.0,58.10408163265306,56942.0,980.0,56.71224051539012,79227.0,1397.0
20200217,1.54,0.996,1.388,0.746,78,81,76,67,148.34688346883468,109480.0,738.0,149.45599393019728,196983.0,1318.0,113.15400202634244,111683.0,987.0,97.34522111269617,136478.0,1402.0
20200218,2.106,1.452,2.12,0.968,78,81,76,67,147.07608695652175,108248.0,736.0,149.4726443768997,196706.0,1316.0,112.5182555780933,110943.0,986.0,96.3856534090909,135711.0,1408.0
20200219,3.774,2.448,3.206,1.628,78,81,76,67,147.4076086956522,108492.0,736.0,152.07283763277692,200432.0,1318.0,107.36400404448938,106183.0,989.0,97.60269121813032,137815.0,1412.0
20200220,3.964,2.766,3.602,1.916,78,81,76,67,143.9945725915875,106124.0,737.0,148.06833712984056,195006.0,1317.0,104.46255060728744,103209.0,988.0,96.03617021276597,135411.0,1410.0
20200221,3.37,2.23,2.83,1.494,78,81,76,67,142.09931972789116,104443.0,735.0,146.8991660348749,193760.0,1319.0,104.77429149797572,103517.0,988.0,95.81760113555713,135007.0,1409.0
20200222,2.22,1.28,1.55,0.88,78,81,76,67,98.6793997271487,72332.0,733.0,98.39753466872112,127720.0,1298.0,66.631845841785,65699.0,986.0,67.11198288159771,94091.0,1402.0
20200223,2.934,1.742,2.32,1.298,78,81,76,67,69.51907356948229,51027.0,734.0,67.8296067848882,87975.0,1297.0,44.72662601626016,44011.0,984.0,45.64040114613181,63714.0,1396.0
20200224,3.89,2.698,3.746,1.756,78,81,76,67,124.6826923076923,90769.0,728.0,127.90432801822324,168450.0,1317.0,93.0730964467005,91677.0,985.0,84.5231646471846,118586.0,1403.0
20200225,1.844,1.186,1.616,0.878,78,81,76,67,116.27755102040815,85464.0,735.0,118.48294162244125,156279.0,1319.0,88.58722109533468,87347.0,986.0,78.54726368159204,110516.0,1407.0
20200226,3.982,2.758,3.67,1.872,78,81,76,67,117.0164383561644,85422.0,730.0,120.097875569044,158289.0,1318.0,88.66395939086294,87334.0,985.0,78.94113475177305,111307.0,1410.0
20200227,4.452,2.796,4.042,2.036,78,81,76,67,114.56445047489824,84434.0,737.0,118.00075872534144,155525.0,1318.0,86.79107505070994,85576.0,986.0,78.4151212553495,109938.0,1402.0
20200228,1.418,1.038,1.346,0.662,78,81,76,67,111.56267029972751,81887.0,734.0,114.42261001517451,150809.0,1318.0,83.7474645030426,82575.0,986.0,76.56210078069553,107876.0,1409.0
20200229,4.004,2.424,3.872,1.858,78,81,76,67,77.19478737997257,56275.0,729.0,79.74904067536454,103913.0,1303.0,54.43292682926829,53562.0,984.0,55.11103202846975,77431.0,1405.0
20200301,2.734,1.692,2.444,1.424,78,81,76,67,54.31476323119777,38998.0,718.0,52.06307692307692,67682.0,1300.0,35.24770642201835,34578.0,981.0,37.680286738351256,52564.0,1395.0
20200302,3.838,2.644,4.144,1.802,78,81,76,67,110.82697547683924,81347.0,734.0,114.812927756654,150979.0,1315.0,84.3836032388664,83371.0,988.0,76.13040396881644,107420.0,1411.0
20200303,4.254,2.712,4.168,2.026,78,81,76,67,110.80434782608695,81552.0,736.0,113.845220030349,150048.0,1318.0,84.42553191489361,83328.0,987.0,75.59219858156028,106585.0,1410.0
20200304,3.328,2.302,3.072,1.586,78,81,76,67,110.47074829931972,81196.0,735.0,113.9452887537994,149952.0,1316.0,83.32451678535097,81908.0,983.0,75.9270538243626,107209.0,1412.0
20200305,3.72,2.436,3.628,1.804,78,81,76,67,111.48163265306124,81939.0,735.0,110.98407884761184,146388.0,1319.0,84.10728744939271,83098.0,988.0,75.33926031294452,105927.0,1406.0
20200306,4.38,2.914,4.478,2.0,78,81,76,67,114.99320652173913,84635.0,736.0,114.6180713743356,150952.0,1317.0,86.11133603238866,85078.0,988.0,76.86638237384506,108151.0,1407.0
20200307,5.144,2.64,4.646,2.178,78,81,76,67,81.16212534059946,59573.0,734.0,80.99845679012346,104974.0,1296.0,56.59837728194727,55806.0,986.0,55.42612419700214,77652.0,1401.0
20200308,7.346,3.2,6.236,2.536,78,81,76,67,59.77154582763338,43693.0,731.0,54.79938271604938,71020.0,1296.0,38.24390243902439,37632.0,984.0,37.87391930835735,52569.0,1388.0
20200309,6.842,3.544,5.984,2.556,78,81,76,67,115.83972602739726,84563.0,730.0,115.71796815769522,152632.0,1319.0,87.56636271529888,86428.0,987.0,78.33954154727793,109362.0,1396.0
20200310,1.268,0.746,0.942,0.636,78,81,76,67,112.84353741496598,82940.0,735.0,111.68512898330803,147201.0,1318.0,85.0,83810.0,986.0,76.33900709219859,107638.0,1410.0
20200311,5.178,3.154,4.606,2.406,78,81,76,67,116.1800818553888,85160.0,733.0,115.28777524677297,151834.0,1317.0,87.01218274111675,85707.0,985.0,77.50924608819345,108978.0,1406.0
20200312,6.02,3.204,5.246,2.418,78,81,76,67,113.50341064120056,83198.0,733.0,112.35969581749048,147753.0,1315.0,85.56345177664974,84280.0,985.0,76.252849002849,107059.0,1404.0
20200313,5.116,3.126,4.624,2.276,78,81,76,67,117.67486338797814,86138.0,732.0,114.75893536121671,150908.0,1315.0,86.80952380952381,85681.0,987.0,77.62349610757254,109682.0,1413.0
20200314,5.064,2.764,4.422,2.358,78,81,76,67,86.2087312414734,63191.0,733.0,81.2632386799693,105886.0,1303.0,59.25786802030457,58369.0,985.0,56.537749287749286,79379.0,1404.0
20200315,4.026,2.358,3.562,1.808,78,81,76,67,59.817438692098094,43906.0,734.0,55.25426356589147,71278.0,1290.0,38.97028688524591,38035.0,976.0,38.83655913978495,54177.0,1395.0
20200316,4.528,2.866,4.348,2.006,78,81,76,67,115.51299589603283,84440.0,731.0,115.80304182509504,152281.0,1315.0,85.91286727456941,84796.0,987.0,77.57366548042705,108991.0,1405.0
20200317,5.428,3.126,4.76,2.362,78,81,76,67,114.07074829931972,83842.0,735.0,113.85725132877752,149950.0,1317.0,86.0010162601626,84625.0,984.0,77.05120910384068,108334.0,1406.0
20200318,8.032,3.89,6.412,2.934,78,81,76,67,116.72727272727272,86028.0,737.0,117.49126803340928,154736.0,1317.0,87.6959595959596,86819.0,990.0,78.0149359886202,109689.0,1406.0
20200319,2.844,1.926,2.402,1.308,78,81,76,67,112.87074829931971,82960.0,735.0,112.06231003039514,147474.0,1316.0,84.06477732793522,83056.0,988.0,75.40738112136268,106249.0,1409.0
20200320,6.322,3.66,5.5,2.828,78,81,76,67,120.7125340599455,88603.0,734.0,119.4016454749439,159640.0,1337.0,89.5724417426545,88408.0,987.0,79.29317548746518,113865.0,1436.0
20200321,8.388,3.984,7.204,3.256,78,81,76,67,86.61820652173913,63751.0,736.0,83.79255319148936,110271.0,1316.0,61.162244897959184,59939.0,980.0,56.80153738644304,81283.0,1431.0
20200322,9.314,3.804,7.798,2.982,78,81,76,67,63.66803278688525,46605.0,732.0,57.365428354814256,75665.0,1319.0,40.88457609805924,40026.0,979.0,38.05754385964912,54232.0,1425.0
20200323,7.918,4.2,6.9,3.052,78,81,76,67,115.52868852459017,84567.0,732.0,114.75317875841436,153425.0,1337.0,86.63516260162602,85249.0,984.0,75.54152128401954,108251.0,1433.0
