일시,광진구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20181221,2.648,267787.0,266202.0,5.6,0.4,9.8,0.0,0.0,2.6,1.1,40.1,0.0,0.0,50,118876.0,165.3351877607789,719.0
20181222,1.958,222480.0,224650.0,6.9,2.9,12.4,0.0,0.0,3.6,1.5,48.9,0.0,0.0,50,93302.0,130.12831241283124,717.0
20181223,1.6,167679.0,168906.0,2.4,-3.4,7.5,0.0,0.0,5.7,2.9,43.0,0.0,0.0,50,68973.0,97.69546742209631,706.0
20181224,1.872,244963.0,245389.0,-2.3,-5.9,3.1,0.0,0.0,3.6,1.6,35.9,0.0,0.0,50,110647.0,155.6216596343179,711.0
20181225,1.502,169312.0,171161.0,0.6,-4.0,5.2,0.0,0.0,2.7,1.2,53.4,0.0,0.0,50,73177.0,103.35734463276836,708.0
20181226,2.162,238364.0,235623.0,-1.5,-7.1,3.0,0.0,0.0,4.5,2.8,40.8,0.0,0.0,50,113104.0,158.18741258741258,715.0
20181227,1.406,228837.0,225478.0,-10.1,-12.5,-6.5,0.0,0.0,5.8,3.5,28.3,0.0,0.0,50,109965.0,153.36820083682008,717.0
20181228,1.158,237224.0,236362.0,-10.5,-14.4,-6.6,0.0,0.0,4.4,2.5,33.0,0.0,0.0,50,111943.0,157.00280504908835,713.0
20181229,0.956,187887.0,190747.0,-7.6,-10.5,-3.0,0.0,0.0,5.5,2.9,29.0,0.0,0.0,50,80827.0,113.36185133239832,713.0
20181230,0.998,144487.0,146389.0,-6.8,-11.3,-0.9,0.0,0.0,3.1,1.2,35.9,0.0,0.0,50,63735.0,90.14851485148516,707.0
20181231,1.394,219080.0,222999.0,-5.4,-10.5,-0.5,0.0,0.0,3.4,1.2,39.6,0.0,0.0,50,103940.0,147.22379603399435,706.0
20190101,1.108,122845.0,119977.0,-5.0,-8.2,-0.6,0.0,0.0,4.3,2.1,49.5,0.0,0.0,51,57635.0,79.3870523415978,726.0
20190102,1.678,219946.0,216539.0,-4.9,-8.8,0.2,0.0,0.0,3.6,1.7,42.8,0.0,0.0,51,111522.0,153.4002751031637,727.0
20190103,1.906,226074.0,222757.0,-3.5,-8.4,3.2,0.0,0.0,2.9,1.4,38.8,0.0,0.0,51,113021.0,155.6763085399449,726.0
20190104,2.194,238688.0,239122.0,-1.1,-6.2,4.1,0.0,0.0,3.0,1.2,55.5,0.0,0.0,51,116298.0,159.75,728.0
20190105,1.598,200437.0,201904.0,-2.8,-5.5,1.1,0.0,0.0,4.3,2.2,40.3,0.0,0.0,51,89300.0,122.66483516483515,728.0
20190106,1.398,145166.0,146223.0,-2.8,-6.3,2.7,0.0,0.0,3.2,1.2,35.0,0.0,0.0,51,68771.0,95.25069252077564,722.0
20190107,2.018,222356.0,219952.0,-1.9,-6.2,3.1,0.0,0.0,4.7,1.4,46.4,0.0,0.0,51,113406.0,155.35068493150686,730.0
20190108,1.944,223805.0,220652.0,-3.5,-7.2,0.5,0.0,0.0,6.5,2.6,31.0,0.0,0.0,51,114309.0,157.4504132231405,726.0
20190109,1.944,223434.0,220371.0,-4.7,-9.4,1.3,0.0,0.0,3.5,1.3,28.8,0.0,0.0,51,113360.0,155.2876712328767,730.0
20190110,2.138,227580.0,224141.0,-0.6,-4.5,3.0,0.0,0.0,3.8,1.3,48.8,0.0,0.0,51,114427.0,157.17994505494505,728.0
20190111,2.396,241579.0,241399.0,2.4,-0.4,7.2,0.0,0.0,2.6,1.0,58.8,0.0,0.0,51,116838.0,159.39699863574353,733.0
20190112,1.908,204650.0,205977.0,2.8,-0.6,8.0,0.0,0.0,3.5,1.3,47.6,0.0,0.0,51,89970.0,123.077975376197,731.0
20190113,1.576,150314.0,152227.0,1.2,-3.0,7.6,0.0,0.0,3.2,1.4,54.3,0.0,0.0,51,68436.0,94.52486187845304,724.0
20190114,1.874,219750.0,216825.0,1.4,-2.4,5.3,0.0,0.0,2.5,0.9,68.6,0.0,0.0,51,111627.0,153.75619834710744,726.0
20190115,1.798,223719.0,219667.0,-1.7,-7.2,2.6,1.0,0.0,6.1,2.7,58.8,0.0,0.0,51,113206.0,155.93112947658403,726.0
20190116,2.006,223217.0,221233.0,-5.2,-10.1,-1.1,3.75,0.0,4.3,2.3,45.9,0.0,0.0,51,113841.0,156.80578512396696,726.0
20190117,2.214,228145.0,224536.0,-0.3,-3.2,4.0,2.83,0.0,5.0,1.7,45.8,0.0,0.0,51,113967.0,156.9793388429752,726.0
20190118,2.266,239790.0,239805.0,0.6,-4.6,6.7,0.0,0.0,4.5,1.3,44.0,0.0,0.0,51,116726.0,159.8986301369863,730.0
20190119,1.924,203124.0,204484.0,3.6,0.0,8.5,0.0,0.0,3.0,1.2,59.8,0.0,0.0,51,90206.0,123.40082079343364,731.0
20190120,1.486,153483.0,153719.0,-1.4,-5.5,4.0,0.0,0.0,5.5,3.2,38.5,0.0,0.0,51,69844.0,96.33655172413792,725.0
20190121,1.972,220512.0,217485.0,-1.2,-6.7,4.2,2.75,0.0,4.3,1.6,57.8,0.0,0.0,51,111550.0,153.4387895460798,727.0
20190122,2.326,223253.0,219675.0,1.7,-3.3,7.1,0.0,0.0,4.4,1.7,62.0,0.0,0.0,51,112818.0,154.33378932968537,731.0
20190123,2.314,227785.0,224326.0,2.0,-0.8,7.0,0.0,0.0,5.1,2.3,48.9,0.0,0.0,51,115551.0,158.50617283950618,729.0
20190124,2.242,229663.0,225923.0,0.1,-4.6,6.5,0.0,0.0,3.5,1.7,34.9,0.0,0.0,51,114536.0,156.8986301369863,730.0
20190125,2.224,242115.0,240498.0,-1.2,-3.8,2.6,0.0,0.0,5.5,2.6,27.6,0.0,0.0,51,117492.0,161.1687242798354,729.0
20190126,1.646,204669.0,206360.0,-2.5,-6.5,2.4,0.0,0.0,4.4,2.4,30.9,0.0,0.0,51,91673.0,126.27134986225896,726.0
20190127,1.564,151748.0,153573.0,-0.1,-6.6,5.1,0.0,0.0,3.7,1.7,52.5,0.0,0.0,51,70534.0,97.55739972337484,723.0
20190128,1.966,221960.0,218957.0,1.2,-2.4,4.5,1.5,0.0,6.8,3.1,40.4,0.0,0.0,51,113637.0,155.880658436214,729.0
20190129,2.248,224758.0,220938.0,-0.2,-5.6,7.0,0.0,0.0,3.7,1.5,35.5,0.0,0.0,51,114500.0,156.63474692202462,731.0
20190130,2.534,227928.0,224921.0,1.8,-2.8,6.6,0.0,0.0,3.8,1.5,54.6,0.0,0.0,51,118733.0,162.8710562414266,729.0
20190131,2.028,226242.0,222928.0,-2.0,-6.2,2.3,0.0,0.0,4.7,2.9,29.0,0.0,0.0,51,117151.0,160.9217032967033,728.0
20190201,2.162,231687.0,233455.0,-2.1,-7.4,2.8,2.25,0.3,4.9,1.7,47.6,0.2,0.0,51,118419.0,163.11157024793388,726.0
20190202,1.66,163046.0,168115.0,1.4,-3.2,6.1,0.42,0.0,1.8,1.0,60.0,0.0,0.0,51,81969.0,111.97950819672133,732.0
20190203,0.254,108672.0,114351.0,3.3,2.0,4.9,19.67,16.0,4.0,1.7,92.9,0.0,1.08,51,54999.0,76.28155339805825,721.0
20190204,0.95,91013.0,95300.0,-0.6,-3.3,3.0,0.0,0.0,4.9,2.1,40.4,0.0,0.0,51,44526.0,62.18715083798882,716.0
20190205,1.058,94474.0,89573.0,2.8,-3.6,10.1,0.0,0.0,2.9,1.0,37.1,0.0,0.0,51,40335.0,56.57082748948107,713.0
20190206,1.606,130023.0,126431.0,5.1,0.1,9.3,0.0,0.0,3.1,1.3,54.9,0.0,0.0,51,56547.0,77.67445054945055,728.0
20190207,1.768,217325.0,213903.0,-2.1,-8.2,6.3,4.17,0.5,5.5,3.5,45.5,0.0,0.0,51,109776.0,149.9672131147541,732.0
20190208,1.808,232659.0,230974.0,-6.1,-10.2,-1.3,0.0,0.0,4.7,2.3,31.5,0.0,0.0,51,114506.0,156.64295485636114,731.0
20190209,1.518,193064.0,194195.0,-5.4,-8.6,-1.9,0.0,0.0,4.9,2.7,30.0,0.0,0.0,51,89325.0,122.86795048143054,727.0
20190210,1.172,144275.0,146459.0,-5.0,-9.1,-1.9,0.0,0.0,3.6,1.7,31.3,0.0,0.0,51,68475.0,94.3181818181818,726.0
20190211,2.042,227708.0,224496.0,-3.0,-7.5,2.0,0.0,0.0,4.9,2.3,34.9,0.0,0.0,51,114561.0,158.45228215767634,723.0
20190212,2.286,230866.0,227526.0,-0.6,-4.1,3.7,2.25,0.0,4.3,1.9,35.5,0.0,0.0,51,115802.0,158.63287671232877,730.0
20190213,2.226,233234.0,230394.0,-2.1,-5.7,2.5,0.0,0.0,5.1,2.4,26.6,0.0,0.0,51,118176.0,162.77685950413223,726.0
20190214,2.292,237576.0,235118.0,-0.5,-5.9,6.3,0.0,0.0,3.2,1.4,24.3,0.0,0.0,51,117548.0,160.3656207366985,733.0
20190215,1.134,245835.0,245814.0,-0.8,-2.9,0.9,14.83,2.2,4.0,1.9,72.8,2.9,0.0,51,120474.0,165.03287671232877,730.0
20190216,1.596,231347.0,233386.0,-2.7,-5.1,1.5,3.42,0.2,4.6,2.6,59.0,0.3,0.0,51,97539.0,134.16643741403027,727.0
20190217,1.742,162480.0,163523.0,-1.8,-6.8,4.6,0.0,0.0,4.2,1.9,47.4,0.0,0.0,51,75052.0,103.37741046831955,726.0
20190218,2.304,230321.0,227103.0,0.9,-4.7,5.9,0.0,0.0,2.8,1.3,43.5,0.0,0.0,51,116099.0,158.82216142270863,731.0
20190219,1.398,227152.0,223710.0,1.4,0.2,3.0,11.58,4.6,3.9,1.4,80.8,3.3,0.0,51,117490.0,159.63315217391303,736.0
20190220,2.302,236217.0,233444.0,1.7,-0.1,4.5,2.33,0.0,4.1,2.1,67.8,0.0,0.0,51,119911.0,164.939477303989,727.0
20190221,2.736,239903.0,235280.0,2.4,-2.6,9.0,0.0,0.0,3.4,1.5,59.4,0.0,0.0,51,118838.0,163.01508916323732,729.0
20190222,2.61,259781.0,260424.0,4.0,-1.6,10.8,0.0,0.0,3.7,1.5,56.1,0.0,0.0,51,122540.0,167.86301369863014,730.0
20190223,3.04,222072.0,223587.0,6.8,0.5,14.5,0.0,0.0,2.9,1.1,41.0,0.0,0.0,51,98506.0,135.12482853223594,729.0
20190224,3.004,168772.0,169808.0,6.3,1.2,13.7,0.0,0.0,4.9,1.8,45.0,0.0,0.0,51,76636.0,105.55922865013774,726.0
20190225,2.842,233542.0,230992.0,4.7,1.3,10.2,0.0,0.0,4.8,2.3,55.8,0.0,0.0,51,117939.0,162.22696011004126,727.0
20190226,3.36,239868.0,237005.0,5.2,-1.5,12.0,0.0,0.0,4.9,1.6,32.8,0.0,0.0,51,117611.0,160.890560875513,731.0
20190227,3.522,240765.0,236665.0,7.8,4.7,14.0,0.0,0.0,4.3,1.6,31.3,0.0,0.0,51,119643.0,164.119341563786,729.0
20190228,3.254,251033.0,250370.0,6.6,2.0,12.8,0.0,0.0,4.7,2.0,39.5,0.0,0.0,51,120928.0,164.9768076398363,733.0
20190301,2.734,189327.0,190655.0,6.6,1.2,13.0,0.0,0.0,4.4,2.1,42.3,0.0,0.0,51,84107.0,115.5315934065934,728.0
20190302,3.07,196675.0,198523.0,7.8,1.3,14.7,0.0,0.0,3.3,1.1,37.6,0.0,0.0,51,91395.0,125.54258241758242,728.0
20190303,3.214,158329.0,158991.0,9.4,2.5,16.1,0.0,0.0,3.3,1.5,36.4,0.0,0.0,51,71976.0,105.38213762811128,683.0
20190304,3.62,239108.0,236302.0,9.9,5.0,16.3,0.0,0.0,4.7,1.9,46.1,0.0,0.0,51,122275.0,167.96016483516485,728.0
20190305,3.236,238421.0,234965.0,8.4,5.6,12.9,0.0,0.0,3.9,2.0,66.3,0.0,0.0,51,121664.0,167.12087912087912,728.0
20190306,3.29,240546.0,236141.0,8.4,5.7,12.4,0.0,0.0,4.3,2.0,55.0,0.0,0.0,51,123405.0,169.2798353909465,729.0
20190307,4.146,250019.0,243945.0,7.0,3.1,12.7,0.0,0.0,5.1,2.2,51.1,0.0,0.0,51,124375.0,170.1436388508892,731.0
20190308,4.034,262617.0,260678.0,6.1,0.6,13.4,0.0,0.0,4.2,1.9,39.4,0.0,0.0,51,126823.0,173.01909959072304,733.0
20190309,4.272,228929.0,229699.0,7.2,-0.4,14.9,0.0,0.0,3.0,1.3,31.8,0.0,0.0,51,101042.0,138.60356652949247,729.0
20190310,4.158,167726.0,168366.0,10.1,6.7,15.3,0.0,0.0,2.9,1.2,26.4,0.0,0.0,51,75452.0,103.64285714285714,728.0
20190311,3.746,240300.0,237836.0,6.6,3.5,10.0,1.5,0.0,4.3,1.8,61.0,0.0,0.0,51,120312.0,165.26373626373626,728.0
20190312,3.126,239936.0,235392.0,3.9,-0.3,7.9,0.92,0.0,6.0,2.7,55.1,0.0,0.0,51,120774.0,165.67078189300412,729.0
20190313,3.688,243232.0,239306.0,3.5,-0.4,8.5,0.58,0.0,7.2,3.3,38.5,0.0,0.0,51,123030.0,168.99725274725276,728.0
20190314,4.138,249077.0,245282.0,5.0,-1.7,10.0,0.5,0.0,3.8,1.9,45.3,0.0,0.0,51,122312.0,167.32147742818057,731.0
20190315,2.772,258845.0,255008.0,5.5,1.6,11.3,4.58,3.5,5.4,1.6,72.8,0.0,0.0,51,123797.0,169.81755829903975,729.0
20190316,3.336,224416.0,225580.0,4.3,0.2,9.2,0.0,0.0,5.1,1.8,69.9,0.0,0.0,51,99381.0,136.13835616438357,730.0
20190317,4.762,179531.0,181743.0,6.3,2.6,12.4,0.0,0.0,4.4,2.0,55.4,0.0,0.0,51,72183.0,99.9764542936288,722.0
20190318,4.776,241507.0,239524.0,7.1,1.4,14.4,0.0,0.0,4.7,1.4,43.8,0.0,0.0,51,120197.0,164.4281805745554,731.0
20190319,5.388,245135.0,240552.0,10.0,3.4,16.7,0.0,0.0,3.3,1.4,52.0,0.0,0.0,51,121375.0,166.7239010989011,728.0
20190320,2.252,237168.0,233179.0,10.3,7.1,14.6,9.92,16.5,3.9,1.4,79.0,0.0,0.0,51,120491.0,165.28257887517148,729.0
20190321,3.456,244871.0,239706.0,7.1,1.9,11.1,6.5,3.3,5.5,2.9,77.4,0.0,1.4,51,121986.0,168.02479338842974,726.0
20190322,4.06,262151.0,258826.0,3.3,-0.7,8.3,0.0,0.0,5.0,2.8,40.9,0.0,0.0,51,124827.0,170.52868852459017,732.0
20190323,2.664,215464.0,216216.0,3.3,-0.4,8.2,1.75,1.7,6.3,2.4,46.9,0.0,0.0,51,95248.0,131.01513067400276,727.0
20190324,4.184,170180.0,173340.0,4.3,-0.8,9.7,0.0,0.0,4.9,2.3,45.4,0.0,0.0,51,76841.0,105.98758620689657,725.0
20190325,4.564,237047.0,234916.0,7.3,2.9,11.5,0.0,0.0,5.1,2.0,56.1,0.0,0.0,51,118518.0,162.35342465753425,730.0
20190326,5.606,244220.0,239977.0,11.4,7.4,17.6,0.0,0.0,4.7,2.0,51.1,0.0,0.0,51,120441.0,164.98767123287672,730.0
20190327,4.836,245203.0,240745.0,11.6,8.9,16.2,0.0,0.0,6.4,3.0,66.4,0.0,0.0,51,122482.0,168.47592847317745,727.0
20190328,5.4,249189.0,244418.0,9.4,5.6,14.6,0.0,0.0,4.8,2.6,49.9,0.0,0.0,51,121783.0,167.05486968449932,729.0
20190329,5.732,265576.0,262112.0,9.2,5.5,15.1,0.0,0.0,4.7,2.1,33.1,0.0,0.0,51,124279.0,170.7129120879121,728.0
20190330,1.512,202652.0,203575.0,5.2,3.5,8.4,14.67,1.8,6.3,2.9,72.0,0.0,0.0,51,92172.0,126.09028727770178,731.0
20190331,2.91,158769.0,162457.0,4.4,2.6,8.4,3.67,0.0,5.5,3.2,46.0,0.0,0.0,51,74372.0,102.58206896551724,725.0
20190401,5.068,238934.0,235658.0,5.5,0.3,11.3,0.0,0.0,5.8,2.5,39.8,0.0,0.0,51,118133.0,162.0480109739369,729.0
20190402,5.508,240392.0,236104.0,6.7,1.3,13.0,0.0,0.0,6.1,2.2,36.9,0.0,0.0,51,120067.0,163.35646258503402,735.0
20190403,5.532,243592.0,239226.0,7.6,1.9,13.6,0.0,0.0,5.0,2.3,36.1,0.0,0.0,51,122187.0,167.15047879616964,731.0
20190404,6.162,247816.0,242920.0,9.2,3.0,15.7,0.0,0.0,5.0,2.5,43.0,0.0,0.0,51,121532.0,166.71056241426612,729.0
20190405,6.054,265451.0,262370.0,11.4,7.0,17.2,2.83,0.0,5.4,2.9,41.0,0.0,0.0,51,124167.0,169.85909712722298,731.0
20190406,3.398,222685.0,224386.0,9.3,5.9,12.2,4.0,0.8,2.8,1.1,39.9,0.0,0.0,51,96661.0,132.7760989010989,728.0
20190407,7.436,201765.0,204815.0,12.6,5.6,20.3,0.0,0.0,4.8,1.7,43.1,0.0,0.0,51,84723.0,117.18257261410788,723.0
20190408,6.604,246128.0,243131.0,11.6,7.6,17.2,0.0,0.0,5.2,2.5,25.6,0.0,0.0,51,119440.0,164.06593406593407,728.0
20190409,3.432,237498.0,233706.0,9.2,4.7,13.9,8.42,17.4,4.4,2.4,49.1,0.0,0.0,51,118143.0,162.95586206896553,725.0
20190410,3.288,238507.0,233935.0,7.1,4.7,10.2,15.5,5.6,3.1,1.8,78.4,0.0,0.0,51,120169.0,164.38987688098496,731.0
20190411,6.5,252104.0,246746.0,9.5,4.3,15.7,0.0,0.0,4.7,1.9,58.0,0.0,0.0,51,122574.0,167.67989056087552,731.0
20190412,6.86,270276.0,267201.0,11.4,5.5,18.4,0.0,0.0,5.1,2.2,48.5,0.0,0.0,51,124575.0,169.48979591836735,735.0
20190413,7.658,256394.0,258507.0,11.8,6.2,17.9,0.0,0.0,5.0,1.8,34.0,0.0,0.0,51,105096.0,144.16460905349794,729.0
20190414,3.6,149131.0,151713.0,9.6,6.9,13.6,6.25,1.7,7.3,2.2,45.5,0.0,0.0,51,70712.0,97.13186813186812,728.0
20190415,7.194,241469.0,238612.0,11.6,3.9,18.1,0.0,0.0,4.7,1.8,30.9,0.0,0.0,51,118973.0,162.97671232876712,730.0
20190416,8.132,243214.0,238965.0,14.9,6.8,22.6,0.0,0.0,4.1,1.6,26.3,0.0,0.0,51,120146.0,165.03571428571428,728.0
20190417,8.584,244513.0,240140.0,15.3,9.1,21.8,0.0,0.0,4.9,1.9,37.5,0.0,0.0,51,120975.0,166.40302613480054,727.0
20190418,6.822,237848.0,237950.0,12.6,10.4,16.2,0.92,0.0,5.3,2.0,74.4,0.0,0.0,51,124340.0,169.63165075034107,733.0
20190419,8.114,252791.0,250461.0,13.8,9.6,19.7,0.0,0.0,3.2,1.6,57.5,0.0,0.0,51,121993.0,166.20299727520435,734.0
20190420,7.328,232609.0,233898.0,14.3,9.7,19.1,4.25,1.2,4.5,1.9,66.9,0.0,0.0,51,98541.0,135.17283950617283,729.0
20190421,7.488,161825.0,162875.0,14.8,12.2,20.2,3.33,0.3,4.2,1.9,77.8,0.0,0.0,51,75822.0,104.1510989010989,728.0
20190422,8.876,236648.0,233736.0,19.3,10.7,28.2,0.0,0.0,4.2,1.4,50.6,0.0,0.0,51,117485.0,159.6263586956522,736.0
20190423,7.938,232874.0,227752.0,20.4,15.3,25.5,0.75,0.0,3.8,1.3,52.0,0.0,0.0,51,117543.0,158.8418918918919,740.0
20190424,7.592,240225.0,234992.0,19.5,15.8,25.9,7.67,4.1,4.5,1.6,70.4,0.0,0.0,51,120832.0,163.95115332428765,737.0
20190425,2.936,240171.0,234482.0,13.2,9.4,17.2,12.5,11.3,3.6,2.0,75.9,0.0,0.0,51,120094.0,162.50879566982408,739.0
20190426,3.89,262211.0,258384.0,8.4,6.2,9.9,14.17,4.9,3.5,1.5,82.1,0.0,0.0,51,123581.0,167.00135135135136,740.0
20190427,8.616,253349.0,255598.0,11.6,4.1,18.2,0.0,0.0,3.6,1.7,52.6,0.0,0.0,51,102286.0,138.59891598915988,738.0
20190428,7.274,177308.0,180291.0,12.9,9.9,16.6,1.75,0.0,3.7,1.6,48.8,0.0,0.0,51,75896.0,103.6830601092896,732.0
20190429,8.058,244989.0,242759.0,13.0,8.3,17.3,0.0,0.0,2.0,0.9,52.9,0.0,0.0,51,118585.0,161.34013605442178,735.0
20190430,9.696,258683.0,255615.0,15.5,9.0,22.5,0.0,0.0,4.2,1.6,52.8,0.0,0.0,51,121700.0,164.90514905149053,738.0
20190501,11.226,224208.0,222676.0,16.4,11.2,22.2,0.0,0.0,4.8,2.3,48.9,0.0,0.0,51,104758.0,142.14111261872455,737.0
20190502,9.996,260800.0,255324.0,17.1,10.6,25.3,0.0,0.0,5.1,2.3,28.5,0.0,0.0,51,122331.0,165.98507462686567,737.0
20190503,9.908,283280.0,281644.0,17.9,10.1,26.1,0.0,0.0,4.4,1.6,37.5,0.0,0.0,51,123694.0,168.29115646258504,735.0
20190504,10.364,263336.0,274129.0,19.5,12.0,27.4,0.0,0.0,4.1,1.7,40.4,0.0,0.0,51,99559.0,134.90379403794037,738.0
20190505,9.478,201692.0,202812.0,19.2,13.6,26.5,0.0,0.0,5.3,2.2,35.8,0.0,0.0,51,80770.0,110.04087193460492,734.0
20190506,10.81,204455.0,203228.0,14.5,9.8,19.8,0.17,0.0,5.3,3.1,27.1,0.0,0.0,51,83095.0,112.74762550881954,737.0
20190507,9.67,248885.0,244815.0,15.0,8.4,21.9,0.0,0.0,5.0,2.3,33.4,0.0,0.0,51,121345.0,165.32016348773843,734.0
20190508,9.27,245377.0,241792.0,15.6,10.1,21.3,0.0,0.0,5.1,2.3,48.3,0.0,0.0,51,121300.0,164.58616010854817,737.0
20190509,10.394,256926.0,252884.0,16.6,11.7,22.9,0.0,0.0,4.5,2.2,43.3,0.0,0.0,51,120204.0,162.6576454668471,739.0
20190510,10.058,282201.0,279311.0,17.8,10.3,26.8,0.0,0.0,4.1,1.9,48.0,0.0,0.0,51,125927.0,169.94197031039135,741.0
20190511,10.67,241863.0,243605.0,20.3,13.2,28.3,0.0,0.0,3.9,1.8,39.0,0.0,0.0,51,100964.0,136.43783783783783,740.0
20190512,10.566,195316.0,197528.0,21.6,14.7,28.9,0.0,0.0,3.1,1.5,36.0,0.0,0.0,51,84023.0,113.5445945945946,740.0
20190513,9.24,239297.0,237039.0,18.7,15.5,22.8,0.17,0.0,4.9,1.6,43.4,0.0,0.0,51,117331.0,158.9850948509485,738.0
20190514,10.574,248474.0,244267.0,19.6,12.9,26.9,0.0,0.0,4.1,1.6,44.5,0.0,0.0,51,120526.0,163.09336941813262,739.0
20190515,9.48,263783.0,262096.0,20.7,14.8,28.0,0.0,0.0,3.9,1.7,48.1,0.0,0.0,51,122728.0,166.75,736.0
20190516,9.854,258258.0,256189.0,23.5,16.7,30.0,0.0,0.0,4.1,1.5,43.8,0.0,0.0,51,121723.0,164.7131258457375,739.0
20190517,10.404,272232.0,265531.0,23.6,17.6,28.3,0.0,0.0,3.2,1.2,44.9,0.0,0.0,51,123951.0,167.95528455284554,738.0
20190518,10.45,242076.0,243387.0,22.8,19.1,25.9,0.25,0.0,4.8,2.1,46.8,0.0,0.0,51,99652.0,134.8470906630582,739.0
20190519,1.724,154237.0,156514.0,19.4,17.9,21.6,18.08,22.0,2.7,1.2,93.0,0.0,0.0,51,70268.0,95.34328358208955,737.0
20190520,8.862,242806.0,240841.0,16.4,13.0,20.2,3.67,8.7,6.1,3.4,63.6,0.0,0.0,51,118552.0,160.63956639566396,738.0
20190521,9.952,246717.0,242295.0,17.2,11.7,23.8,0.0,0.0,5.9,2.9,52.0,0.0,0.0,51,120320.0,163.25644504748982,737.0
20190522,10.63,247387.0,242053.0,19.5,12.3,26.5,0.0,0.0,5.4,2.4,46.0,0.0,0.0,51,121458.0,164.5772357723577,738.0
20190523,10.08,251620.0,244569.0,22.1,15.0,29.2,0.0,0.0,3.5,1.7,45.0,0.0,0.0,51,121150.0,164.38263229308006,737.0
20190524,9.296,269484.0,266127.0,24.2,16.2,33.4,0.0,0.0,4.1,1.7,46.4,0.0,0.0,51,125364.0,169.869918699187,738.0
20190525,9.924,237365.0,238078.0,23.4,18.4,28.6,0.0,0.0,4.2,1.6,45.6,0.0,0.0,51,102594.0,139.01626016260164,738.0
20190526,10.04,184253.0,186018.0,24.5,18.6,31.1,0.0,0.0,4.5,1.8,39.0,0.0,0.0,51,79714.0,108.16010854816824,737.0
20190527,3.9,226983.0,224214.0,17.8,14.3,22.3,13.83,7.1,5.3,2.4,80.9,0.0,0.0,51,116035.0,157.87074829931973,735.0
20190528,9.902,245777.0,242182.0,18.1,11.9,24.6,0.0,0.0,4.9,2.6,45.9,0.0,0.0,51,119350.0,161.9402985074627,737.0
20190529,10.508,244880.0,240504.0,20.3,13.3,26.5,0.0,0.0,4.9,2.0,48.4,0.0,0.0,51,121140.0,164.5923913043478,736.0
20190530,9.138,245832.0,240415.0,19.6,14.6,24.5,3.33,0.0,5.4,2.4,48.0,0.0,0.0,51,120611.0,162.98783783783784,740.0
20190531,10.428,262394.0,259004.0,19.1,16.1,23.3,0.0,0.0,5.4,2.8,49.6,0.0,0.0,51,122727.0,166.52238805970148,737.0
20190601,10.724,232367.0,231865.0,18.9,14.8,23.7,0.0,0.0,4.2,1.9,60.5,0.0,0.0,51,99204.0,134.97142857142856,735.0
20190602,10.444,170365.0,172434.0,21.1,14.1,27.8,0.0,0.0,4.6,1.7,42.1,0.0,0.0,51,78348.0,106.74114441416894,734.0
20190603,10.89,236244.0,232889.0,23.1,16.0,29.5,0.0,0.0,5.0,1.8,42.9,0.0,0.0,51,118191.0,159.9336941813261,739.0
20190604,10.742,242282.0,238120.0,22.6,17.6,29.0,0.0,0.0,4.4,2.2,56.4,0.0,0.0,51,119718.0,162.0,739.0
20190605,10.01,257835.0,255414.0,23.0,17.8,29.6,0.0,0.0,4.3,1.8,63.8,0.0,0.0,51,123676.0,167.58265582655827,738.0
20190606,4.72,173400.0,171888.0,21.2,18.6,25.1,9.58,7.5,4.1,1.2,75.9,0.0,0.0,51,80660.0,109.59239130434784,736.0
20190607,6.572,229192.0,227291.0,20.0,17.0,24.7,12.75,35.3,3.5,1.9,77.3,0.0,0.0,51,115195.0,155.6689189189189,740.0
20190608,11.138,213703.0,215006.0,21.9,16.0,27.6,0.0,0.0,4.0,1.4,57.5,0.0,0.0,51,95901.0,129.9471544715447,738.0
20190609,7.784,154389.0,154095.0,21.6,17.1,26.5,3.5,2.5,4.0,1.8,66.1,0.0,0.0,51,73470.0,99.95918367346938,735.0
20190610,8.156,231590.0,228757.0,18.4,15.7,21.9,8.92,9.5,2.4,1.6,70.3,0.0,0.0,51,117530.0,159.25474254742548,738.0
20190611,10.548,237991.0,234479.0,20.5,15.5,26.1,0.0,0.0,3.0,1.4,51.1,0.0,0.0,51,119144.0,161.8804347826087,736.0
20190612,10.234,241090.0,237032.0,21.5,16.1,26.4,0.0,0.0,4.6,1.8,57.1,0.0,0.0,51,120937.0,163.87127371273712,738.0
20190613,11.054,242057.0,236953.0,23.0,16.6,28.8,0.0,0.0,4.0,1.7,51.9,0.0,0.0,51,120346.0,162.84979702300407,739.0
20190614,10.896,252485.0,250028.0,23.0,19.1,28.4,0.0,0.0,4.2,1.8,54.8,0.0,0.0,51,123181.0,166.68606224627877,739.0
20190615,9.234,224230.0,224899.0,21.9,17.9,27.4,0.58,2.1,5.3,2.4,61.5,0.0,0.0,51,99052.0,134.3989145183175,737.0
20190616,10.998,158374.0,159510.0,22.0,16.1,27.2,0.0,0.0,4.7,1.6,55.4,0.0,0.0,51,75352.0,101.82702702702704,740.0
