일시,성동구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20181221,2.472,216596.0,216068.0,5.6,0.4,9.8,0.0,0.0,2.6,1.1,40.1,0.0,0.0,56,127883.0,136.4813233724653,937.0
20181222,1.516,146759.0,145199.0,6.9,2.9,12.4,0.0,0.0,3.6,1.5,48.9,0.0,0.0,56,91554.0,97.70971184631804,937.0
20181223,1.198,97810.0,97949.0,2.4,-3.4,7.5,0.0,0.0,5.7,2.9,43.0,0.0,0.0,56,63882.0,68.83836206896552,928.0
20181224,1.752,189885.0,191831.0,-2.3,-5.9,3.1,0.0,0.0,3.6,1.6,35.9,0.0,0.0,56,116650.0,124.36034115138592,938.0
20181225,1.162,104208.0,103171.0,0.6,-4.0,5.2,0.0,0.0,2.7,1.2,53.4,0.0,0.0,56,68051.0,72.85974304068523,934.0
20181226,1.766,197522.0,198807.0,-1.5,-7.1,3.0,0.0,0.0,4.5,2.8,40.8,0.0,0.0,56,122187.0,130.6812834224599,935.0
20181227,1.12,192888.0,193738.0,-10.1,-12.5,-6.5,0.0,0.0,5.8,3.5,28.3,0.0,0.0,56,117528.0,125.43009605122732,937.0
20181228,1.124,194561.0,194514.0,-10.5,-14.4,-6.6,0.0,0.0,4.4,2.5,33.0,0.0,0.0,56,119037.0,127.04055496264677,937.0
20181229,0.726,120971.0,119963.0,-7.6,-10.5,-3.0,0.0,0.0,5.5,2.9,29.0,0.0,0.0,56,78569.0,84.12098501070663,934.0
20181230,0.746,87817.0,88209.0,-6.8,-11.3,-0.9,0.0,0.0,3.1,1.2,35.9,0.0,0.0,56,59163.0,63.75323275862069,928.0
20181231,1.206,169525.0,169224.0,-5.4,-10.5,-0.5,0.0,0.0,3.4,1.2,39.6,0.0,0.0,56,106866.0,114.54019292604502,933.0
20190101,0.744,67747.0,70525.0,-5.0,-8.2,-0.6,0.0,0.0,4.3,2.1,49.5,0.0,0.0,56,47925.0,51.97939262472885,922.0
20190102,1.514,182806.0,184227.0,-4.9,-8.8,0.2,0.0,0.0,3.6,1.7,42.8,0.0,0.0,56,110476.0,118.91926803013992,929.0
20190103,1.78,189971.0,190906.0,-3.5,-8.4,3.2,0.0,0.0,2.9,1.4,38.8,0.0,0.0,56,114291.0,123.29126213592232,927.0
20190104,1.862,195939.0,196189.0,-1.1,-6.2,4.1,0.0,0.0,3.0,1.2,55.5,0.0,0.0,56,115598.0,124.5668103448276,928.0
20190105,1.094,127620.0,126879.0,-2.8,-5.5,1.1,0.0,0.0,4.3,2.2,40.3,0.0,0.0,56,81714.0,88.14886731391586,927.0
20190106,1.018,89441.0,90330.0,-2.8,-6.3,2.7,0.0,0.0,3.2,1.2,35.0,0.0,0.0,56,60301.0,65.40238611713666,922.0
20190107,1.716,189316.0,190106.0,-1.9,-6.2,3.1,0.0,0.0,4.7,1.4,46.4,0.0,0.0,56,113257.0,122.44,925.0
20190108,1.68,191433.0,192402.0,-3.5,-7.2,0.5,0.0,0.0,6.5,2.6,31.0,0.0,0.0,56,114748.0,123.65086206896552,928.0
20190109,1.666,191065.0,191662.0,-4.7,-9.4,1.3,0.0,0.0,3.5,1.3,28.8,0.0,0.0,56,113561.0,122.50377562028048,927.0
20190110,1.87,193450.0,194175.0,-0.6,-4.5,3.0,0.0,0.0,3.8,1.3,48.8,0.0,0.0,56,115745.0,124.72521551724138,928.0
20190111,2.064,198870.0,199064.0,2.4,-0.4,7.2,0.0,0.0,2.6,1.0,58.8,0.0,0.0,56,117735.0,126.86961206896552,928.0
20190112,1.268,131153.0,130006.0,2.8,-0.6,8.0,0.0,0.0,3.5,1.3,47.6,0.0,0.0,56,82464.0,89.34344528710726,923.0
20190113,1.034,93084.0,93201.0,1.2,-3.0,7.6,0.0,0.0,3.2,1.4,54.3,0.0,0.0,56,59077.0,64.00541711809318,923.0
20190114,1.616,182476.0,183364.0,1.4,-2.4,5.3,0.0,0.0,2.5,0.9,68.6,0.0,0.0,56,111590.0,120.76839826839829,924.0
20190115,1.566,189587.0,189962.0,-1.7,-7.2,2.6,1.0,0.0,6.1,2.7,58.8,0.0,0.0,56,114791.0,123.83063646170444,927.0
20190116,1.614,190306.0,191039.0,-5.2,-10.1,-1.1,3.75,0.0,4.3,2.3,45.9,0.0,0.0,56,114953.0,123.87176724137932,928.0
20190117,1.9,193639.0,194326.0,-0.3,-3.2,4.0,2.83,0.0,5.0,1.7,45.8,0.0,0.0,56,115450.0,124.54153182308522,927.0
20190118,1.91,198291.0,198957.0,0.6,-4.6,6.7,0.0,0.0,4.5,1.3,44.0,0.0,0.0,56,117750.0,126.7491926803014,929.0
20190119,1.326,130989.0,129800.0,3.6,0.0,8.5,0.0,0.0,3.0,1.2,59.8,0.0,0.0,56,82354.0,88.83926645091694,927.0
20190120,0.932,90234.0,91404.0,-1.4,-5.5,4.0,0.0,0.0,5.5,3.2,38.5,0.0,0.0,56,61110.0,66.27982646420824,922.0
20190121,1.75,186104.0,186310.0,-1.2,-6.7,4.2,2.75,0.0,4.3,1.6,57.8,0.0,0.0,56,111836.0,120.64293419633223,927.0
20190122,2.064,191367.0,192039.0,1.7,-3.3,7.1,0.0,0.0,4.4,1.7,62.0,0.0,0.0,56,114871.0,123.91693635382956,927.0
20190123,2.022,192491.0,193206.0,2.0,-0.8,7.0,0.0,0.0,5.1,2.3,48.9,0.0,0.0,56,115723.0,124.70150862068964,928.0
20190124,2.146,193761.0,194788.0,0.1,-4.6,6.5,0.0,0.0,3.5,1.7,34.9,0.0,0.0,56,115672.0,124.5123789020452,929.0
20190125,1.804,199379.0,200609.0,-1.2,-3.8,2.6,0.0,0.0,5.5,2.6,27.6,0.0,0.0,56,119601.0,128.88038793103448,928.0
20190126,1.278,135226.0,134417.0,-2.5,-6.5,2.4,0.0,0.0,4.4,2.4,30.9,0.0,0.0,56,84904.0,91.49137931034484,928.0
20190127,1.152,92694.0,92892.0,-0.1,-6.6,5.1,0.0,0.0,3.7,1.7,52.5,0.0,0.0,56,61956.0,66.90712742980561,926.0
20190128,1.814,188769.0,189830.0,1.2,-2.4,4.5,1.5,0.0,6.8,3.1,40.4,0.0,0.0,56,115368.0,124.72216216216216,925.0
20190129,2.036,192207.0,192389.0,-0.2,-5.6,7.0,0.0,0.0,3.7,1.5,35.5,0.0,0.0,56,117862.0,126.86975242195908,929.0
20190130,2.118,195620.0,196092.0,1.8,-2.8,6.6,0.0,0.0,3.8,1.5,54.6,0.0,0.0,56,121250.0,130.51668460710442,929.0
20190131,1.878,193188.0,193540.0,-2.0,-6.2,2.3,0.0,0.0,4.7,2.9,29.0,0.0,0.0,56,120662.0,129.8837459634015,929.0
20190201,1.764,191149.0,188762.0,-2.1,-7.4,2.8,2.25,0.3,4.9,1.7,47.6,0.2,0.0,56,119552.0,128.9665587918015,927.0
20190202,1.324,108253.0,103247.0,1.4,-3.2,6.1,0.42,0.0,1.8,1.0,60.0,0.0,0.0,56,77554.0,83.66127292340884,927.0
20190203,0.188,68955.0,65757.0,3.3,2.0,4.9,19.67,16.0,4.0,1.7,92.9,0.0,1.08,56,51686.0,56.18043478260869,920.0
20190204,0.774,56616.0,54189.0,-0.6,-3.3,3.0,0.0,0.0,4.9,2.1,40.4,0.0,0.0,56,41237.0,44.72559652928417,922.0
20190205,0.976,51103.0,55495.0,2.8,-3.6,10.1,0.0,0.0,2.9,1.0,37.1,0.0,0.0,56,34987.0,38.574421168687984,907.0
20190206,1.252,69620.0,75618.0,5.1,0.1,9.3,0.0,0.0,3.1,1.3,54.9,0.0,0.0,56,47296.0,51.3528773072747,921.0
20190207,1.468,174910.0,178312.0,-2.1,-8.2,6.3,4.17,0.5,5.5,3.5,45.5,0.0,0.0,56,108078.0,116.96753246753246,924.0
20190208,1.462,188779.0,190444.0,-6.1,-10.2,-1.3,0.0,0.0,4.7,2.3,31.5,0.0,0.0,56,113441.0,122.37432578209275,927.0
20190209,1.17,125202.0,125201.0,-5.4,-8.6,-1.9,0.0,0.0,4.9,2.7,30.0,0.0,0.0,56,81936.0,88.48380129589633,926.0
20190210,0.798,87476.0,87864.0,-5.0,-9.1,-1.9,0.0,0.0,3.6,1.7,31.3,0.0,0.0,56,59012.0,64.00433839479393,922.0
20190211,1.624,189495.0,190656.0,-3.0,-7.5,2.0,0.0,0.0,4.9,2.3,34.9,0.0,0.0,56,114076.0,123.19222462203024,926.0
20190212,1.87,194196.0,194603.0,-0.6,-4.1,3.7,2.25,0.0,4.3,1.9,35.5,0.0,0.0,56,117071.0,126.0182992465016,929.0
20190213,1.994,196311.0,197442.0,-2.1,-5.7,2.5,0.0,0.0,5.1,2.4,26.6,0.0,0.0,56,118959.0,128.32686084142395,927.0
20190214,2.012,198395.0,199665.0,-0.5,-5.9,6.3,0.0,0.0,3.2,1.4,24.3,0.0,0.0,56,118631.0,127.83512931034484,928.0
20190215,1.12,203362.0,204210.0,-0.8,-2.9,0.9,14.83,2.2,4.0,1.9,72.8,2.9,0.0,56,121743.0,131.1885775862069,928.0
20190216,1.228,142892.0,142196.0,-2.7,-5.1,1.5,3.42,0.2,4.6,2.6,59.0,0.3,0.0,56,89010.0,96.22702702702702,925.0
20190217,1.438,96420.0,96898.0,-1.8,-6.8,4.6,0.0,0.0,4.2,1.9,47.4,0.0,0.0,56,65371.0,70.97828447339847,921.0
20190218,2.086,190740.0,191303.0,0.9,-4.7,5.9,0.0,0.0,2.8,1.3,43.5,0.0,0.0,56,116134.0,125.14439655172414,928.0
20190219,1.098,193548.0,193677.0,1.4,0.2,3.0,11.58,4.6,3.9,1.4,80.8,3.3,0.0,56,117278.0,126.3771551724138,928.0
20190220,2.014,198674.0,199514.0,1.7,-0.1,4.5,2.33,0.0,4.1,2.1,67.8,0.0,0.0,56,119521.0,128.79418103448276,928.0
20190221,2.218,202373.0,203929.0,2.4,-2.6,9.0,0.0,0.0,3.4,1.5,59.4,0.0,0.0,56,119177.0,128.42349137931035,928.0
20190222,2.26,205715.0,206439.0,4.0,-1.6,10.8,0.0,0.0,3.7,1.5,56.1,0.0,0.0,56,121109.0,130.36490850376748,929.0
20190223,2.418,148057.0,147159.0,6.8,0.5,14.5,0.0,0.0,2.9,1.1,41.0,0.0,0.0,56,91659.0,99.19805194805195,924.0
20190224,2.23,103651.0,103366.0,6.3,1.2,13.7,0.0,0.0,4.9,1.8,45.0,0.0,0.0,56,67365.0,72.82702702702703,925.0
20190225,2.36,193361.0,193849.0,4.7,1.3,10.2,0.0,0.0,4.8,2.3,55.8,0.0,0.0,56,116541.0,125.71844660194176,927.0
20190226,2.978,201309.0,202229.0,5.2,-1.5,12.0,0.0,0.0,4.9,1.6,32.8,0.0,0.0,56,118587.0,127.78771551724138,928.0
20190227,2.962,198025.0,198516.0,7.8,4.7,14.0,0.0,0.0,4.3,1.6,31.3,0.0,0.0,56,120557.0,129.9105603448276,928.0
20190228,2.682,202762.0,204115.0,6.6,2.0,12.8,0.0,0.0,4.7,2.0,39.5,0.0,0.0,56,120159.0,129.62135922330097,927.0
20190301,2.108,121704.0,121831.0,6.6,1.2,13.0,0.0,0.0,4.4,2.1,42.3,0.0,0.0,56,76154.0,82.41774891774892,924.0
20190302,2.22,123839.0,124115.0,7.8,1.3,14.7,0.0,0.0,3.3,1.1,37.6,0.0,0.0,56,83125.0,89.67098166127292,927.0
20190303,2.32,96888.0,96919.0,9.4,2.5,16.1,0.0,0.0,3.3,1.5,36.4,0.0,0.0,56,64980.0,71.25,912.0
20190304,2.592,206536.0,207075.0,9.9,5.0,16.3,0.0,0.0,4.7,1.9,46.1,0.0,0.0,56,123760.0,133.5059331175836,927.0
20190305,2.552,207894.0,208065.0,8.4,5.6,12.9,0.0,0.0,3.9,2.0,66.3,0.0,0.0,56,122551.0,132.20172599784252,927.0
20190306,2.566,211810.0,212037.0,8.4,5.7,12.4,0.0,0.0,4.3,2.0,55.0,0.0,0.0,56,124423.0,134.07650862068965,928.0
20190307,3.248,214207.0,214591.0,7.0,3.1,12.7,0.0,0.0,5.1,2.2,51.1,0.0,0.0,56,123951.0,133.71197411003237,927.0
20190308,3.506,218030.0,218657.0,6.1,0.6,13.4,0.0,0.0,4.2,1.9,39.4,0.0,0.0,56,127160.0,137.32181425485962,926.0
20190309,3.21,148647.0,146976.0,7.2,-0.4,14.9,0.0,0.0,3.0,1.3,31.8,0.0,0.0,56,93720.0,100.99137931034484,928.0
20190310,3.21,99305.0,100170.0,10.1,6.7,15.3,0.0,0.0,2.9,1.2,26.4,0.0,0.0,56,66264.0,71.63675675675675,925.0
20190311,3.156,208162.0,209220.0,6.6,3.5,10.0,1.5,0.0,4.3,1.8,61.0,0.0,0.0,56,120192.0,129.6569579288026,927.0
20190312,2.646,210288.0,210957.0,3.9,-0.3,7.9,0.92,0.0,6.0,2.7,55.1,0.0,0.0,56,121458.0,130.88146551724137,928.0
20190313,2.972,213204.0,214037.0,3.5,-0.4,8.5,0.58,0.0,7.2,3.3,38.5,0.0,0.0,56,123790.0,133.2508073196986,929.0
20190314,3.17,214006.0,215028.0,5.0,-1.7,10.0,0.5,0.0,3.8,1.9,45.3,0.0,0.0,56,122280.0,131.6254036598493,929.0
20190315,1.998,215941.0,217017.0,5.5,1.6,11.3,4.58,3.5,5.4,1.6,72.8,0.0,0.0,56,123371.0,133.08629989212514,927.0
20190316,2.676,147037.0,146448.0,4.3,0.2,9.2,0.0,0.0,5.1,1.8,69.9,0.0,0.0,56,91445.0,98.53987068965516,928.0
20190317,4.06,109844.0,109045.0,6.3,2.6,12.4,0.0,0.0,4.4,2.0,55.4,0.0,0.0,56,64981.0,70.40195016251354,923.0
20190318,3.698,208357.0,208910.0,7.1,1.4,14.4,0.0,0.0,4.7,1.4,43.8,0.0,0.0,56,119718.0,129.2850971922246,926.0
20190319,4.016,212191.0,213019.0,10.0,3.4,16.7,0.0,0.0,3.3,1.4,52.0,0.0,0.0,56,123379.0,132.95150862068965,928.0
20190320,1.57,210401.0,211402.0,10.3,7.1,14.6,9.92,16.5,3.9,1.4,79.0,0.0,0.0,56,122225.0,131.70797413793105,928.0
20190321,2.718,212793.0,213273.0,7.1,1.9,11.1,6.5,3.3,5.5,2.9,77.4,0.0,1.4,56,122726.0,132.24784482758622,928.0
20190322,3.156,217808.0,217542.0,3.3,-0.7,8.3,0.0,0.0,5.0,2.8,40.9,0.0,0.0,56,124991.0,134.6885775862069,928.0
20190323,2.11,143653.0,142682.0,3.3,-0.4,8.2,1.75,1.7,6.3,2.4,46.9,0.0,0.0,56,89115.0,96.2365010799136,926.0
20190324,3.1,101307.0,102580.0,4.3,-0.8,9.7,0.0,0.0,4.9,2.3,45.4,0.0,0.0,56,67823.0,73.40151515151516,924.0
20190325,3.426,207189.0,207291.0,7.3,2.9,11.5,0.0,0.0,5.1,2.0,56.1,0.0,0.0,56,119322.0,128.57974137931035,928.0
20190326,4.2,211523.0,211683.0,11.4,7.4,17.6,0.0,0.0,4.7,2.0,51.1,0.0,0.0,56,122017.0,132.0530303030303,924.0
20190327,3.518,212011.0,212552.0,11.6,8.9,16.2,0.0,0.0,6.4,3.0,66.4,0.0,0.0,56,122590.0,131.95909580193756,929.0
20190328,3.654,212769.0,213061.0,9.4,5.6,14.6,0.0,0.0,4.8,2.6,49.9,0.0,0.0,56,122433.0,131.93211206896552,928.0
20190329,4.564,217724.0,217267.0,9.2,5.5,15.1,0.0,0.0,4.7,2.1,33.1,0.0,0.0,56,126524.0,136.19375672766415,929.0
20190330,1.23,139747.0,138714.0,5.2,3.5,8.4,14.67,1.8,6.3,2.9,72.0,0.0,0.0,56,87295.0,94.16936353829556,927.0
20190331,2.008,97683.0,98492.0,4.4,2.6,8.4,3.67,0.0,5.5,3.2,46.0,0.0,0.0,56,67612.0,73.17316017316017,924.0
20190401,3.784,206279.0,206518.0,5.5,0.3,11.3,0.0,0.0,5.8,2.5,39.8,0.0,0.0,56,118975.0,128.20581896551724,928.0
20190402,4.188,209695.0,210052.0,6.7,1.3,13.0,0.0,0.0,6.1,2.2,36.9,0.0,0.0,56,121246.0,130.6530172413793,928.0
20190403,4.316,211880.0,212225.0,7.6,1.9,13.6,0.0,0.0,5.0,2.3,36.1,0.0,0.0,56,122061.0,131.53125,928.0
20190404,4.572,211165.0,211573.0,9.2,3.0,15.7,0.0,0.0,5.0,2.5,43.0,0.0,0.0,56,121671.0,131.11099137931035,928.0
20190405,4.592,214588.0,214273.0,11.4,7.0,17.2,2.83,0.0,5.4,2.9,41.0,0.0,0.0,56,123774.0,133.23358449946178,929.0
20190406,2.404,142655.0,140787.0,9.3,5.9,12.2,4.0,0.8,2.8,1.1,39.9,0.0,0.0,56,89409.0,96.3459051724138,928.0
20190407,6.056,107644.0,107626.0,12.6,5.6,20.3,0.0,0.0,4.8,1.7,43.1,0.0,0.0,56,74030.0,80.11904761904762,924.0
20190408,5.156,206975.0,207336.0,11.6,7.6,17.2,0.0,0.0,5.2,2.5,25.6,0.0,0.0,56,119506.0,129.1956756756757,925.0
20190409,2.348,209061.0,209837.0,9.2,4.7,13.9,8.42,17.4,4.4,2.4,49.1,0.0,0.0,56,121500.0,130.92672413793105,928.0
20190410,2.71,208126.0,209046.0,7.1,4.7,10.2,15.5,5.6,3.1,1.8,78.4,0.0,0.0,56,121574.0,131.1477885652643,927.0
20190411,5.056,211595.0,212211.0,9.5,4.3,15.7,0.0,0.0,4.7,1.9,58.0,0.0,0.0,56,122629.0,132.2858683926645,927.0
20190412,5.236,217397.0,216741.0,11.4,5.5,18.4,0.0,0.0,5.1,2.2,48.5,0.0,0.0,56,125109.0,134.8157327586207,928.0
20190413,5.676,152613.0,150679.0,11.8,6.2,17.9,0.0,0.0,5.0,1.8,34.0,0.0,0.0,56,94608.0,102.1684665226782,926.0
20190414,2.584,94925.0,95417.0,9.6,6.9,13.6,6.25,1.7,7.3,2.2,45.5,0.0,0.0,56,62692.0,67.84848484848484,924.0
20190415,5.432,206390.0,207380.0,11.6,3.9,18.1,0.0,0.0,4.7,1.8,30.9,0.0,0.0,56,118654.0,128.13606911447084,926.0
20190416,5.966,209660.0,210207.0,14.9,6.8,22.6,0.0,0.0,4.1,1.6,26.3,0.0,0.0,56,120527.0,129.73842841765338,929.0
20190417,6.174,210719.0,211051.0,15.3,9.1,21.8,0.0,0.0,4.9,1.9,37.5,0.0,0.0,56,122606.0,132.26105717367852,927.0
20190418,4.778,207293.0,206774.0,12.6,10.4,16.2,0.92,0.0,5.3,2.0,74.4,0.0,0.0,56,119403.0,128.52852529601722,929.0
20190419,5.918,212161.0,211953.0,13.8,9.6,19.7,0.0,0.0,3.2,1.6,57.5,0.0,0.0,56,123044.0,132.44779332615715,929.0
20190420,5.716,143163.0,142316.0,14.3,9.7,19.1,4.25,1.2,4.5,1.9,66.9,0.0,0.0,56,91929.0,99.16828478964402,927.0
20190421,5.672,96609.0,98149.0,14.8,12.2,20.2,3.33,0.3,4.2,1.9,77.8,0.0,0.0,56,67594.0,73.15367965367966,924.0
20190422,6.398,203885.0,204801.0,19.3,10.7,28.2,0.0,0.0,4.2,1.4,50.6,0.0,0.0,56,118689.0,126.94010695187166,935.0
20190423,5.564,207246.0,206897.0,20.4,15.3,25.5,0.75,0.0,3.8,1.3,52.0,0.0,0.0,56,119453.0,127.89400428265525,934.0
20190424,5.538,209866.0,210206.0,19.5,15.8,25.9,7.67,4.1,4.5,1.6,70.4,0.0,0.0,56,122781.0,131.17628205128204,936.0
20190425,2.12,209846.0,211058.0,13.2,9.4,17.2,12.5,11.3,3.6,2.0,75.9,0.0,0.0,56,120865.0,129.2673796791444,935.0
20190426,2.822,214625.0,214489.0,8.4,6.2,9.9,14.17,4.9,3.5,1.5,82.1,0.0,0.0,56,123658.0,132.11324786324786,936.0
20190427,6.94,154760.0,152584.0,11.6,4.1,18.2,0.0,0.0,3.6,1.7,52.6,0.0,0.0,56,94890.0,101.59528907922912,934.0
20190428,5.736,102603.0,104109.0,12.9,9.9,16.6,1.75,0.0,3.7,1.6,48.8,0.0,0.0,56,67724.0,72.89989235737352,929.0
20190429,6.326,208856.0,210043.0,13.0,8.3,17.3,0.0,0.0,2.0,0.9,52.9,0.0,0.0,56,118579.0,126.95824411134905,934.0
20190430,6.91,218372.0,219760.0,15.5,9.0,22.5,0.0,0.0,4.2,1.6,52.8,0.0,0.0,56,123614.0,132.20748663101605,935.0
20190501,7.792,151174.0,150269.0,16.4,11.2,22.2,0.0,0.0,4.8,2.3,48.9,0.0,0.0,56,98602.0,105.4566844919786,935.0
20190502,7.23,214875.0,215674.0,17.1,10.6,25.3,0.0,0.0,5.1,2.3,28.5,0.0,0.0,56,122847.0,131.24679487179486,936.0
20190503,7.548,222018.0,219930.0,17.9,10.1,26.1,0.0,0.0,4.4,1.6,37.5,0.0,0.0,56,125754.0,134.64025695931477,934.0
20190504,7.064,147405.0,145338.0,19.5,12.0,27.4,0.0,0.0,4.1,1.7,40.4,0.0,0.0,56,88679.0,94.64140875133404,937.0
20190505,7.332,107086.0,106971.0,19.2,13.6,26.5,0.0,0.0,5.3,2.2,35.8,0.0,0.0,56,69897.0,74.83618843683084,934.0
20190506,8.524,113549.0,117639.0,14.5,9.8,19.8,0.17,0.0,5.3,3.1,27.1,0.0,0.0,56,74435.0,79.6948608137045,934.0
20190507,7.04,212724.0,213939.0,15.0,8.4,21.9,0.0,0.0,5.0,2.3,33.4,0.0,0.0,56,121635.0,130.36977491961414,933.0
20190508,7.104,214366.0,215041.0,15.6,10.1,21.3,0.0,0.0,5.1,2.3,48.3,0.0,0.0,56,123265.0,132.11682743837085,933.0
20190509,7.352,215361.0,216117.0,16.6,11.7,22.9,0.0,0.0,4.5,2.2,43.3,0.0,0.0,56,122237.0,130.73475935828878,935.0
20190510,7.538,222293.0,222013.0,17.8,10.3,26.8,0.0,0.0,4.1,1.9,48.0,0.0,0.0,56,126818.0,135.92497320471597,933.0
20190511,8.206,154057.0,153543.0,20.3,13.2,28.3,0.0,0.0,3.9,1.8,39.0,0.0,0.0,56,94875.0,101.47058823529412,935.0
20190512,7.78,107362.0,108713.0,21.6,14.7,28.9,0.0,0.0,3.1,1.5,36.0,0.0,0.0,56,71485.0,76.45454545454545,935.0
20190513,6.59,207256.0,207805.0,18.7,15.5,22.8,0.17,0.0,4.9,1.6,43.4,0.0,0.0,56,118637.0,127.0203426124197,934.0
20190514,7.7,215031.0,215458.0,19.6,12.9,26.9,0.0,0.0,4.1,1.6,44.5,0.0,0.0,56,122992.0,131.6830835117773,934.0
20190515,7.184,214655.0,215857.0,20.7,14.8,28.0,0.0,0.0,3.9,1.7,48.1,0.0,0.0,56,124826.0,133.50374331550802,935.0
20190516,7.592,213988.0,214709.0,23.5,16.7,30.0,0.0,0.0,4.1,1.5,43.8,0.0,0.0,56,123202.0,131.6260683760684,936.0
20190517,7.908,218040.0,219081.0,23.6,17.6,28.3,0.0,0.0,3.2,1.2,44.9,0.0,0.0,56,125457.0,134.0352564102564,936.0
20190518,7.858,151150.0,149549.0,22.8,19.1,25.9,0.25,0.0,4.8,2.1,46.8,0.0,0.0,56,93950.0,100.37393162393164,936.0
20190519,0.976,96931.0,97858.0,19.4,17.9,21.6,18.08,22.0,2.7,1.2,93.0,0.0,0.0,56,62937.0,67.52896995708154,932.0
20190520,7.002,209783.0,210449.0,16.4,13.0,20.2,3.67,8.7,6.1,3.4,63.6,0.0,0.0,56,119844.0,128.4501607717042,933.0
20190521,7.636,212826.0,213445.0,17.2,11.7,23.8,0.0,0.0,5.9,2.9,52.0,0.0,0.0,56,121498.0,130.08351177730194,934.0
20190522,7.682,214166.0,215857.0,19.5,12.3,26.5,0.0,0.0,5.4,2.4,46.0,0.0,0.0,56,123344.0,132.2015005359057,933.0
20190523,7.546,213120.0,213916.0,22.1,15.0,29.2,0.0,0.0,3.5,1.7,45.0,0.0,0.0,56,122428.0,130.93903743315508,935.0
20190524,7.23,217986.0,218965.0,24.2,16.2,33.4,0.0,0.0,4.1,1.7,46.4,0.0,0.0,56,127142.0,135.8354700854701,936.0
20190525,6.99,156735.0,155376.0,23.4,18.4,28.6,0.0,0.0,4.2,1.6,45.6,0.0,0.0,56,96379.0,102.96901709401708,936.0
20190526,7.25,107298.0,107817.0,24.5,18.6,31.1,0.0,0.0,4.5,1.8,39.0,0.0,0.0,56,70924.0,76.0171489817792,933.0
20190527,2.768,201506.0,202137.0,17.8,14.3,22.3,13.83,7.1,5.3,2.4,80.9,0.0,0.0,56,117145.0,125.69206008583691,932.0
20190528,8.07,212074.0,212847.0,18.1,11.9,24.6,0.0,0.0,4.9,2.6,45.9,0.0,0.0,56,122461.0,130.97433155080213,935.0
20190529,8.196,212679.0,213129.0,20.3,13.3,26.5,0.0,0.0,4.9,2.0,48.4,0.0,0.0,56,123870.0,132.3397435897436,936.0
20190530,7.088,212277.0,212861.0,19.6,14.6,24.5,3.33,0.0,5.4,2.4,48.0,0.0,0.0,56,121884.0,130.3572192513369,935.0
20190531,7.472,216425.0,217132.0,19.1,16.1,23.3,0.0,0.0,5.4,2.8,49.6,0.0,0.0,56,124512.0,133.02564102564102,936.0
20190601,7.186,148287.0,146630.0,18.9,14.8,23.7,0.0,0.0,4.2,1.9,60.5,0.0,0.0,56,92883.0,99.44646680942184,934.0
20190602,7.396,101040.0,102165.0,21.1,14.1,27.8,0.0,0.0,4.6,1.7,42.1,0.0,0.0,56,69166.0,74.2921589688507,931.0
20190603,7.546,206386.0,207441.0,23.1,16.0,29.5,0.0,0.0,5.0,1.8,42.9,0.0,0.0,56,120015.0,128.22115384615384,936.0
20190604,8.22,210541.0,210932.0,22.6,17.6,29.0,0.0,0.0,4.4,2.2,56.4,0.0,0.0,56,122433.0,130.80448717948718,936.0
20190605,7.554,217489.0,217657.0,23.0,17.8,29.6,0.0,0.0,4.3,1.8,63.8,0.0,0.0,56,126060.0,134.67948717948718,936.0
20190606,3.414,114244.0,113985.0,21.2,18.6,25.1,9.58,7.5,4.1,1.2,75.9,0.0,0.0,56,73904.0,79.21114683815648,933.0
20190607,5.12,190084.0,190343.0,20.0,17.0,24.7,12.75,35.3,3.5,1.9,77.3,0.0,0.0,56,112747.0,120.58502673796792,935.0
20190608,7.432,138054.0,137267.0,21.9,16.0,27.6,0.0,0.0,4.0,1.4,57.5,0.0,0.0,56,89857.0,96.30975348338691,933.0
20190609,5.562,94205.0,96213.0,21.6,17.1,26.5,3.5,2.5,4.0,1.8,66.1,0.0,0.0,56,65388.0,70.23415682062299,931.0
20190610,5.79,200401.0,201363.0,18.4,15.7,21.9,8.92,9.5,2.4,1.6,70.3,0.0,0.0,56,118426.0,126.52350427350429,936.0
20190611,7.79,206766.0,207583.0,20.5,15.5,26.1,0.0,0.0,3.0,1.4,51.1,0.0,0.0,56,121210.0,129.63636363636363,935.0
20190612,7.108,209812.0,210030.0,21.5,16.1,26.4,0.0,0.0,4.6,1.8,57.1,0.0,0.0,56,122345.0,130.85026737967914,935.0
20190613,7.05,209077.0,209374.0,23.0,16.6,28.8,0.0,0.0,4.0,1.7,51.9,0.0,0.0,56,121824.0,130.29304812834224,935.0
20190614,7.398,210534.0,210501.0,23.0,19.1,28.4,0.0,0.0,4.2,1.8,54.8,0.0,0.0,56,123484.0,131.92735042735043,936.0
20190615,6.004,142427.0,141276.0,21.9,17.9,27.4,0.58,2.1,5.3,2.4,61.5,0.0,0.0,56,91758.0,98.24197002141328,934.0
20190616,8.04,100775.0,101672.0,22.0,16.1,27.2,0.0,0.0,4.7,1.6,55.4,0.0,0.0,56,68833.0,73.9344790547798,931.0
