일시,중랑구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20181216,0.604,90080.0,86629.0,0.0,-2.6,2.1,6.25,0.3,1.7,0.9,63.8,0.4,0.0,49,90969.0,64.97785714285715,1400.0
20181217,0.872,153353.0,146191.0,1.6,-1.5,5.9,0.67,0.3,4.3,1.8,60.1,0.0,0.0,49,151009.0,107.78658101356174,1401.0
20181218,0.91,155707.0,148742.0,2.6,-2.8,7.4,0.0,0.0,4.1,1.4,56.3,0.0,0.0,49,154082.0,110.21602288984263,1398.0
20181219,1.0,157084.0,149182.0,4.0,1.3,9.5,0.0,0.0,3.3,1.4,53.4,0.0,0.0,49,155668.0,110.95367070563078,1403.0
20181220,1.058,163185.0,155912.0,3.4,-1.1,10.4,0.0,0.0,2.4,0.9,45.5,0.0,0.0,49,173790.0,123.5181236673774,1407.0
20181221,1.094,162988.0,153803.0,5.6,0.4,9.8,0.0,0.0,2.6,1.1,40.1,0.0,0.0,49,159019.0,112.61968838526911,1412.0
20181222,0.952,126781.0,118906.0,6.9,2.9,12.4,0.0,0.0,3.6,1.5,48.9,0.0,0.0,49,125003.0,89.41559370529328,1398.0
20181223,0.74,90105.0,86872.0,2.4,-3.4,7.5,0.0,0.0,5.7,2.9,43.0,0.0,0.0,49,89313.0,63.65858873841768,1403.0
20181224,0.86,150960.0,142933.0,-2.3,-5.9,3.1,0.0,0.0,3.6,1.6,35.9,0.0,0.0,49,152378.0,108.37695590327168,1406.0
20181225,0.708,92741.0,89638.0,0.6,-4.0,5.2,0.0,0.0,2.7,1.2,53.4,0.0,0.0,49,96894.0,69.40830945558739,1396.0
20181226,0.894,154166.0,147667.0,-1.5,-7.1,3.0,0.0,0.0,4.5,2.8,40.8,0.0,0.0,49,154070.0,109.81468282252315,1403.0
20181227,0.64,148357.0,142214.0,-10.1,-12.5,-6.5,0.0,0.0,5.8,3.5,28.3,0.0,0.0,49,148407.0,105.62775800711744,1405.0
20181228,0.526,151411.0,143229.0,-10.5,-14.4,-6.6,0.0,0.0,4.4,2.5,33.0,0.0,0.0,49,150191.0,106.7455579246624,1407.0
20181229,0.462,109058.0,103299.0,-7.6,-10.5,-3.0,0.0,0.0,5.5,2.9,29.0,0.0,0.0,49,109022.0,78.04008589835361,1397.0
20181230,0.46,81945.0,79122.0,-6.8,-11.3,-0.9,0.0,0.0,3.1,1.2,35.9,0.0,0.0,49,85172.0,61.31893448524118,1389.0
20181231,0.604,140455.0,131215.0,-5.4,-10.5,-0.5,0.0,0.0,3.4,1.2,39.6,0.0,0.0,49,140403.0,100.50322118826055,1397.0
20190101,0.47,63774.0,63857.0,-5.0,-8.2,-0.6,0.0,0.0,4.3,2.1,49.5,0.0,0.0,49,66128.0,47.74584837545127,1385.0
20190102,0.696,143537.0,137637.0,-4.9,-8.8,0.2,0.0,0.0,3.6,1.7,42.8,0.0,0.0,49,141235.0,100.73823109843082,1402.0
20190103,0.762,147738.0,141374.0,-3.5,-8.4,3.2,0.0,0.0,2.9,1.4,38.8,0.0,0.0,49,145258.0,103.6077032810271,1402.0
20190104,0.848,152257.0,145655.0,-1.1,-6.2,4.1,0.0,0.0,3.0,1.2,55.5,0.0,0.0,49,147193.0,105.06281227694504,1401.0
20190105,0.748,113584.0,108101.0,-2.8,-5.5,1.1,0.0,0.0,4.3,2.2,40.3,0.0,0.0,49,111751.0,79.87919942816298,1399.0
20190106,0.604,83467.0,81399.0,-2.8,-6.3,2.7,0.0,0.0,3.2,1.2,35.0,0.0,0.0,49,86055.0,61.77674084709261,1393.0
20190107,0.806,148118.0,141717.0,-1.9,-6.2,3.1,0.0,0.0,4.7,1.4,46.4,0.0,0.0,49,144601.0,103.13908701854494,1402.0
20190108,0.816,148625.0,142573.0,-3.5,-7.2,0.5,0.0,0.0,6.5,2.6,31.0,0.0,0.0,49,145434.0,103.6593014967926,1403.0
20190109,0.792,146234.0,140702.0,-4.7,-9.4,1.3,0.0,0.0,3.5,1.3,28.8,0.0,0.0,49,144407.0,103.14785714285716,1400.0
20190110,0.892,149035.0,142911.0,-0.6,-4.5,3.0,0.0,0.0,3.8,1.3,48.8,0.0,0.0,49,146002.0,104.21270521056388,1401.0
20190111,1.018,153728.0,146860.0,2.4,-0.4,7.2,0.0,0.0,2.6,1.0,58.8,0.0,0.0,49,148327.0,105.6460113960114,1404.0
20190112,0.798,118756.0,113285.0,2.8,-0.6,8.0,0.0,0.0,3.5,1.3,47.6,0.0,0.0,49,113375.0,80.9243397573162,1401.0
20190113,0.69,84195.0,80775.0,1.2,-3.0,7.6,0.0,0.0,3.2,1.4,54.3,0.0,0.0,49,83614.0,59.68165596002855,1401.0
20190114,0.668,145223.0,139168.0,1.4,-2.4,5.3,0.0,0.0,2.5,0.9,68.6,0.0,0.0,49,141998.0,101.21026372059872,1403.0
20190115,0.67,147222.0,141144.0,-1.7,-7.2,2.6,1.0,0.0,6.1,2.7,58.8,0.0,0.0,49,145014.0,103.35994297933,1403.0
20190116,0.752,147137.0,141110.0,-5.2,-10.1,-1.1,3.75,0.0,4.3,2.3,45.9,0.0,0.0,49,144840.0,103.53109363831308,1399.0
20190117,0.894,150225.0,143814.0,-0.3,-3.2,4.0,2.83,0.0,5.0,1.7,45.8,0.0,0.0,49,145390.0,103.48042704626334,1405.0
20190118,0.864,153492.0,146663.0,0.6,-4.6,6.7,0.0,0.0,4.5,1.3,44.0,0.0,0.0,49,147622.0,105.14387464387464,1404.0
20190119,0.782,117418.0,111464.0,3.6,0.0,8.5,0.0,0.0,3.0,1.2,59.8,0.0,0.0,49,113041.0,80.74357142857143,1400.0
20190120,0.678,86647.0,84258.0,-1.4,-5.5,4.0,0.0,0.0,5.5,3.2,38.5,0.0,0.0,49,86928.0,62.673395818312905,1387.0
20190121,0.766,146187.0,140195.0,-1.2,-6.7,4.2,2.75,0.0,4.3,1.6,57.8,0.0,0.0,49,142108.0,101.43326195574588,1401.0
20190122,0.94,148971.0,142940.0,1.7,-3.3,7.1,0.0,0.0,4.4,1.7,62.0,0.0,0.0,49,143802.0,102.42307692307692,1404.0
20190123,0.842,150118.0,143256.0,2.0,-0.8,7.0,0.0,0.0,5.1,2.3,48.9,0.0,0.0,49,146780.0,104.69329529243936,1402.0
20190124,0.96,149812.0,143207.0,0.1,-4.6,6.5,0.0,0.0,3.5,1.7,34.9,0.0,0.0,49,144618.0,103.52040085898354,1397.0
20190125,0.854,154772.0,147514.0,-1.2,-3.8,2.6,0.0,0.0,5.5,2.6,27.6,0.0,0.0,49,149290.0,106.40769779044903,1403.0
20190126,0.768,118044.0,112853.0,-2.5,-6.5,2.4,0.0,0.0,4.4,2.4,30.9,0.0,0.0,49,115473.0,82.30434782608695,1403.0
20190127,0.58,86602.0,82767.0,-0.1,-6.6,5.1,0.0,0.0,3.7,1.7,52.5,0.0,0.0,49,86379.0,62.18790496760259,1389.0
20190128,0.808,148803.0,142434.0,1.2,-2.4,4.5,1.5,0.0,6.8,3.1,40.4,0.0,0.0,49,143864.0,102.61340941512124,1402.0
20190129,0.932,149613.0,144089.0,-0.2,-5.6,7.0,0.0,0.0,3.7,1.5,35.5,0.0,0.0,49,145697.0,103.55152807391612,1407.0
20190130,1.052,152041.0,145266.0,1.8,-2.8,6.6,0.0,0.0,3.8,1.5,54.6,0.0,0.0,49,151829.0,108.68217609162492,1397.0
20190131,0.844,150304.0,143679.0,-2.0,-6.2,2.3,0.0,0.0,4.7,2.9,29.0,0.0,0.0,49,149915.0,106.77706552706552,1404.0
20190201,0.854,152356.0,144996.0,-2.1,-7.4,2.8,2.25,0.3,4.9,1.7,47.6,0.2,0.0,49,152569.0,108.66737891737893,1404.0
20190202,0.736,102821.0,95871.0,1.4,-3.2,6.1,0.42,0.0,1.8,1.0,60.0,0.0,0.0,49,110321.0,79.36762589928057,1390.0
20190203,0.13,68614.0,64453.0,3.3,2.0,4.9,19.67,16.0,4.0,1.7,92.9,0.0,1.08,49,75143.0,54.25487364620938,1385.0
20190204,0.602,59601.0,56062.0,-0.6,-3.3,3.0,0.0,0.0,4.9,2.1,40.4,0.0,0.0,49,62033.0,45.14774381368268,1374.0
20190205,0.564,60868.0,61372.0,2.8,-3.6,10.1,0.0,0.0,2.9,1.0,37.1,0.0,0.0,49,56241.0,41.11184210526316,1368.0
20190206,0.766,71771.0,72021.0,5.1,0.1,9.3,0.0,0.0,3.1,1.3,54.9,0.0,0.0,49,69145.0,50.06879073135409,1381.0
20190207,0.726,141546.0,136875.0,-2.1,-8.2,6.3,4.17,0.5,5.5,3.5,45.5,0.0,0.0,49,141248.0,101.18051575931231,1396.0
20190208,0.742,149090.0,142913.0,-6.1,-10.2,-1.3,0.0,0.0,4.7,2.3,31.5,0.0,0.0,49,148335.0,105.576512455516,1405.0
20190209,0.72,113080.0,107883.0,-5.4,-8.6,-1.9,0.0,0.0,4.9,2.7,30.0,0.0,0.0,49,113615.0,81.26967095851217,1398.0
20190210,0.556,83040.0,80388.0,-5.0,-9.1,-1.9,0.0,0.0,3.6,1.7,31.3,0.0,0.0,49,84430.0,60.65373563218391,1392.0
20190211,0.774,150184.0,144940.0,-3.0,-7.5,2.0,0.0,0.0,4.9,2.3,34.9,0.0,0.0,49,149936.0,106.94436519258204,1402.0
20190212,0.884,152000.0,146932.0,-0.6,-4.1,3.7,2.25,0.0,4.3,1.9,35.5,0.0,0.0,49,151072.0,108.14030064423766,1397.0
20190213,0.858,152837.0,146993.0,-2.1,-5.7,2.5,0.0,0.0,5.1,2.4,26.6,0.0,0.0,49,153580.0,109.621698786581,1401.0
20190214,0.804,154262.0,148995.0,-0.5,-5.9,6.3,0.0,0.0,3.2,1.4,24.3,0.0,0.0,49,153312.0,109.04125177809388,1406.0
20190215,0.456,157323.0,151098.0,-0.8,-2.9,0.9,14.83,2.2,4.0,1.9,72.8,2.9,0.0,49,154988.0,110.23328591749645,1406.0
20190216,0.706,124167.0,118489.0,-2.7,-5.1,1.5,3.42,0.2,4.6,2.6,59.0,0.3,0.0,49,121816.0,86.82537419814683,1403.0
20190217,0.75,90207.0,87565.0,-1.8,-6.8,4.6,0.0,0.0,4.2,1.9,47.4,0.0,0.0,49,92622.0,66.25321888412017,1398.0
20190218,0.868,150720.0,144715.0,0.9,-4.7,5.9,0.0,0.0,2.8,1.3,43.5,0.0,0.0,49,148880.0,106.19115549215408,1402.0
20190219,0.578,150157.0,143546.0,1.4,0.2,3.0,11.58,4.6,3.9,1.4,80.8,3.3,0.0,49,150428.0,107.14245014245014,1404.0
20190220,0.968,153291.0,147138.0,1.7,-0.1,4.5,2.33,0.0,4.1,2.1,67.8,0.0,0.0,49,153323.0,108.97157071783936,1407.0
20190221,1.022,154717.0,148288.0,2.4,-2.6,9.0,0.0,0.0,3.4,1.5,59.4,0.0,0.0,49,154071.0,109.89372325249644,1402.0
20190222,1.014,158535.0,151481.0,4.0,-1.6,10.8,0.0,0.0,3.7,1.5,56.1,0.0,0.0,49,155605.0,110.7508896797153,1405.0
20190223,1.104,127506.0,121513.0,6.8,0.5,14.5,0.0,0.0,2.9,1.1,41.0,0.0,0.0,49,125388.0,89.69098712446352,1398.0
20190224,1.048,92921.0,89603.0,6.3,1.2,13.7,0.0,0.0,4.9,1.8,45.0,0.0,0.0,49,93376.0,66.93620071684587,1395.0
20190225,1.106,152353.0,145626.0,4.7,1.3,10.2,0.0,0.0,4.8,2.3,55.8,0.0,0.0,49,150008.0,106.91945830363508,1403.0
20190226,1.304,154669.0,148196.0,5.2,-1.5,12.0,0.0,0.0,4.9,1.6,32.8,0.0,0.0,49,151276.0,107.74643874643874,1404.0
20190227,1.404,155167.0,148285.0,7.8,4.7,14.0,0.0,0.0,4.3,1.6,31.3,0.0,0.0,49,152726.0,108.77920227920228,1404.0
20190228,1.388,158458.0,150636.0,6.6,2.0,12.8,0.0,0.0,4.7,2.0,39.5,0.0,0.0,49,153626.0,109.3423487544484,1405.0
20190301,1.142,107207.0,101230.0,6.6,1.2,13.0,0.0,0.0,4.4,2.1,42.3,0.0,0.0,49,104066.0,74.06832740213522,1405.0
20190302,1.162,112124.0,108008.0,7.8,1.3,14.7,0.0,0.0,3.3,1.1,37.6,0.0,0.0,49,115155.0,82.60760401721664,1394.0
20190303,1.294,88923.0,85933.0,9.4,2.5,16.1,0.0,0.0,3.3,1.5,36.4,0.0,0.0,49,90735.0,70.06563706563706,1295.0
20190304,1.404,156714.0,150622.0,9.9,5.0,16.3,0.0,0.0,4.7,1.9,46.1,0.0,0.0,49,163855.0,116.87232524964335,1402.0
20190305,1.184,156181.0,150225.0,8.4,5.6,12.9,0.0,0.0,3.9,2.0,66.3,0.0,0.0,49,161817.0,115.50107066381156,1401.0
20190306,1.286,156439.0,150611.0,8.4,5.7,12.4,0.0,0.0,4.3,2.0,55.0,0.0,0.0,49,164114.0,116.8903133903134,1404.0
20190307,1.594,159188.0,153012.0,7.0,3.1,12.7,0.0,0.0,5.1,2.2,51.1,0.0,0.0,49,161524.0,114.96370106761566,1405.0
20190308,1.6,164202.0,156445.0,6.1,0.6,13.4,0.0,0.0,4.2,1.9,39.4,0.0,0.0,49,163464.0,116.26173541963016,1406.0
20190309,1.518,128009.0,121874.0,7.2,-0.4,14.9,0.0,0.0,3.0,1.3,31.8,0.0,0.0,49,125749.0,89.18368794326241,1410.0
20190310,1.534,90611.0,86974.0,10.1,6.7,15.3,0.0,0.0,2.9,1.2,26.4,0.0,0.0,49,91434.0,65.59110473457676,1394.0
20190311,1.544,157978.0,151623.0,6.6,3.5,10.0,1.5,0.0,4.3,1.8,61.0,0.0,0.0,49,159841.0,114.33547925608012,1398.0
20190312,1.192,157341.0,150953.0,3.9,-0.3,7.9,0.92,0.0,6.0,2.7,55.1,0.0,0.0,49,161074.0,115.5480631276901,1394.0
20190313,1.328,160326.0,154408.0,3.5,-0.4,8.5,0.58,0.0,7.2,3.3,38.5,0.0,0.0,49,162437.0,115.69586894586897,1404.0
20190314,1.492,159459.0,153243.0,5.0,-1.7,10.0,0.5,0.0,3.8,1.9,45.3,0.0,0.0,49,162120.0,115.22388059701493,1407.0
20190315,0.988,161270.0,155585.0,5.5,1.6,11.3,4.58,3.5,5.4,1.6,72.8,0.0,0.0,49,162705.0,115.96935138987884,1403.0
20190316,1.336,125559.0,119747.0,4.3,0.2,9.2,0.0,0.0,5.1,1.8,69.9,0.0,0.0,49,123294.0,88.1300929235168,1399.0
20190317,1.73,95320.0,91057.0,6.3,2.6,12.4,0.0,0.0,4.4,2.0,55.4,0.0,0.0,49,92899.0,66.54656160458453,1396.0
20190318,1.656,157237.0,150545.0,7.1,1.4,14.4,0.0,0.0,4.7,1.4,43.8,0.0,0.0,49,157132.0,111.83772241992882,1405.0
20190319,1.898,159566.0,153273.0,10.0,3.4,16.7,0.0,0.0,3.3,1.4,52.0,0.0,0.0,49,160395.0,114.40442225392296,1402.0
20190320,0.878,155555.0,150375.0,10.3,7.1,14.6,9.92,16.5,3.9,1.4,79.0,0.0,0.0,49,160421.0,114.99713261648743,1395.0
20190321,1.136,158226.0,151878.0,7.1,1.9,11.1,6.5,3.3,5.5,2.9,77.4,0.0,1.4,49,161258.0,114.77437722419928,1405.0
20190322,1.594,163826.0,157368.0,3.3,-0.7,8.3,0.0,0.0,5.0,2.8,40.9,0.0,0.0,49,163366.0,116.2747330960854,1405.0
20190323,1.138,121586.0,116167.0,3.3,-0.4,8.2,1.75,1.7,6.3,2.4,46.9,0.0,0.0,49,119450.0,85.38241601143675,1399.0
20190324,1.456,92135.0,89139.0,4.3,-0.8,9.7,0.0,0.0,4.9,2.3,45.4,0.0,0.0,49,92067.0,65.95057306590257,1396.0
20190325,1.522,156805.0,150463.0,7.3,2.9,11.5,0.0,0.0,5.1,2.0,56.1,0.0,0.0,49,157572.0,112.63187991422444,1399.0
20190326,1.972,159470.0,152848.0,11.4,7.4,17.6,0.0,0.0,4.7,2.0,51.1,0.0,0.0,49,159126.0,113.66142857142856,1400.0
20190327,1.744,157636.0,150979.0,11.6,8.9,16.2,0.0,0.0,6.4,3.0,66.4,0.0,0.0,49,161050.0,114.8716119828816,1402.0
20190328,1.862,159975.0,152920.0,9.4,5.6,14.6,0.0,0.0,4.8,2.6,49.9,0.0,0.0,49,160409.0,114.3328581610834,1403.0
20190329,2.1,164734.0,157111.0,9.2,5.5,15.1,0.0,0.0,4.7,2.1,33.1,0.0,0.0,49,162886.0,115.93309608540925,1405.0
20190330,0.634,119807.0,114477.0,5.2,3.5,8.4,14.67,1.8,6.3,2.9,72.0,0.0,0.0,49,118308.0,84.86944045911048,1394.0
20190331,1.012,89290.0,86161.0,4.4,2.6,8.4,3.67,0.0,5.5,3.2,46.0,0.0,0.0,49,92076.0,66.1941049604601,1391.0
20190401,1.738,155785.0,149834.0,5.5,0.3,11.3,0.0,0.0,5.8,2.5,39.8,0.0,0.0,49,156838.0,111.7079772079772,1404.0
20190402,1.892,157737.0,151700.0,6.7,1.3,13.0,0.0,0.0,6.1,2.2,36.9,0.0,0.0,49,158098.0,112.7660485021398,1402.0
20190403,2.064,158632.0,152035.0,7.6,1.9,13.6,0.0,0.0,5.0,2.3,36.1,0.0,0.0,49,159792.0,113.56929637526652,1407.0
20190404,2.162,159244.0,152806.0,9.2,3.0,15.7,0.0,0.0,5.0,2.5,43.0,0.0,0.0,49,158416.0,112.91233071988596,1403.0
20190405,1.878,162423.0,155127.0,11.4,7.0,17.2,2.83,0.0,5.4,2.9,41.0,0.0,0.0,49,161890.0,115.06041222459132,1407.0
20190406,1.144,122086.0,116404.0,9.3,5.9,12.2,4.0,0.8,2.8,1.1,39.9,0.0,0.0,49,117627.0,83.89942938659058,1402.0
20190407,2.452,96956.0,92874.0,12.6,5.6,20.3,0.0,0.0,4.8,1.7,43.1,0.0,0.0,49,96277.0,69.06527977044476,1394.0
20190408,2.308,158390.0,151126.0,11.6,7.6,17.2,0.0,0.0,5.2,2.5,25.6,0.0,0.0,49,156637.0,111.88357142857144,1400.0
20190409,1.126,155981.0,150625.0,9.2,4.7,13.9,8.42,17.4,4.4,2.4,49.1,0.0,0.0,49,157495.0,112.01635846372687,1406.0
20190410,1.178,156549.0,150029.0,7.1,4.7,10.2,15.5,5.6,3.1,1.8,78.4,0.0,0.0,49,158987.0,112.9169034090909,1408.0
20190411,2.254,161427.0,154237.0,9.5,4.3,15.7,0.0,0.0,4.7,1.9,58.0,0.0,0.0,49,159641.0,113.38139204545456,1408.0
20190412,2.472,165080.0,157354.0,11.4,5.5,18.4,0.0,0.0,5.1,2.2,48.5,0.0,0.0,49,162106.0,115.13210227272728,1408.0
20190413,2.498,129553.0,122649.0,11.8,6.2,17.9,0.0,0.0,5.0,1.8,34.0,0.0,0.0,49,123387.0,88.00784593437946,1402.0
20190414,1.426,83308.0,80434.0,9.6,6.9,13.6,6.25,1.7,7.3,2.2,45.5,0.0,0.0,49,85599.0,61.53774263120057,1391.0
20190415,2.376,157571.0,151010.0,11.6,3.9,18.1,0.0,0.0,4.7,1.8,30.9,0.0,0.0,49,156406.0,111.79842744817726,1399.0
20190416,2.732,159390.0,153119.0,14.9,6.8,22.6,0.0,0.0,4.1,1.6,26.3,0.0,0.0,49,158529.0,113.55945558739256,1396.0
20190417,2.832,158744.0,152550.0,15.3,9.1,21.8,0.0,0.0,4.9,1.9,37.5,0.0,0.0,49,159365.0,113.5887384176764,1403.0
20190418,2.448,157415.0,150437.0,12.6,10.4,16.2,0.92,0.0,5.3,2.0,74.4,0.0,0.0,49,158415.0,113.15357142857142,1400.0
20190419,2.9,162020.0,154450.0,13.8,9.6,19.7,0.0,0.0,3.2,1.6,57.5,0.0,0.0,49,160917.0,114.61324786324786,1404.0
20190420,2.41,125138.0,118375.0,14.3,9.7,19.1,4.25,1.2,4.5,1.9,66.9,0.0,0.0,49,122016.0,86.90598290598291,1404.0
20190421,2.5,90837.0,87292.0,14.8,12.2,20.2,3.33,0.3,4.2,1.9,77.8,0.0,0.0,49,93349.0,67.0610632183908,1392.0
20190422,2.932,157033.0,149955.0,19.3,10.7,28.2,0.0,0.0,4.2,1.4,50.6,0.0,0.0,49,155725.0,111.15274803711634,1401.0
20190423,2.82,157388.0,150733.0,20.4,15.3,25.5,0.75,0.0,3.8,1.3,52.0,0.0,0.0,49,156821.0,111.77548111190306,1403.0
20190424,2.582,159708.0,153013.0,19.5,15.8,25.9,7.67,4.1,4.5,1.6,70.4,0.0,0.0,49,161696.0,115.00426742532004,1406.0
20190425,1.274,156513.0,150569.0,13.2,9.4,17.2,12.5,11.3,3.6,2.0,75.9,0.0,0.0,49,158631.0,113.0655737704918,1403.0
20190426,1.51,162082.0,154852.0,8.4,6.2,9.9,14.17,4.9,3.5,1.5,82.1,0.0,0.0,49,164284.0,117.09479686386317,1403.0
20190427,2.982,132266.0,124534.0,11.6,4.1,18.2,0.0,0.0,3.6,1.7,52.6,0.0,0.0,49,127466.0,91.04714285714286,1400.0
20190428,2.508,93526.0,89803.0,12.9,9.9,16.6,1.75,0.0,3.7,1.6,48.8,0.0,0.0,49,91887.0,66.01077586206897,1392.0
20190429,2.858,158559.0,151457.0,13.0,8.3,17.3,0.0,0.0,2.0,0.9,52.9,0.0,0.0,49,155697.0,111.85129310344828,1392.0
20190430,3.086,165133.0,156568.0,15.5,9.0,22.5,0.0,0.0,4.2,1.6,52.8,0.0,0.0,49,161210.0,114.171388101983,1412.0
20190501,3.538,125394.0,120082.0,16.4,11.2,22.2,0.0,0.0,4.8,2.3,48.9,0.0,0.0,49,129249.0,92.5852435530086,1396.0
20190502,3.33,161377.0,154513.0,17.1,10.6,25.3,0.0,0.0,5.1,2.3,28.5,0.0,0.0,49,161307.0,114.97291518175338,1403.0
20190503,3.286,166652.0,159125.0,17.9,10.1,26.1,0.0,0.0,4.4,1.6,37.5,0.0,0.0,49,163039.0,116.04199288256228,1405.0
20190504,3.048,127889.0,120190.0,19.5,12.0,27.4,0.0,0.0,4.1,1.7,40.4,0.0,0.0,49,119944.0,86.10480976310122,1393.0
20190505,3.198,97685.0,93057.0,19.2,13.6,26.5,0.0,0.0,5.3,2.2,35.8,0.0,0.0,49,96121.0,68.90394265232975,1395.0
20190506,3.546,101457.0,99144.0,14.5,9.8,19.8,0.17,0.0,5.3,3.1,27.1,0.0,0.0,49,98844.0,71.00862068965517,1392.0
20190507,3.418,160982.0,155151.0,15.0,8.4,21.9,0.0,0.0,5.0,2.3,33.4,0.0,0.0,49,160173.0,114.40928571428572,1400.0
20190508,3.37,161603.0,155643.0,15.6,10.1,21.3,0.0,0.0,5.1,2.3,48.3,0.0,0.0,49,161048.0,114.87018544935806,1402.0
20190509,3.33,162008.0,155416.0,16.6,11.7,22.9,0.0,0.0,4.5,2.2,43.3,0.0,0.0,49,160416.0,114.41940085592012,1402.0
20190510,3.808,167977.0,160748.0,17.8,10.3,26.8,0.0,0.0,4.1,1.9,48.0,0.0,0.0,49,164055.0,116.76512455516014,1405.0
20190511,3.862,130962.0,123967.0,20.3,13.2,28.3,0.0,0.0,3.9,1.8,39.0,0.0,0.0,49,126648.0,90.26942266571632,1403.0
20190512,3.46,97857.0,94382.0,21.6,14.7,28.9,0.0,0.0,3.1,1.5,36.0,0.0,0.0,49,98829.0,70.79441260744986,1396.0
20190513,3.352,156989.0,149844.0,18.7,15.5,22.8,0.17,0.0,4.9,1.6,43.4,0.0,0.0,49,156381.0,111.62098501070663,1401.0
20190514,4.062,160902.0,153872.0,19.6,12.9,26.9,0.0,0.0,4.1,1.6,44.5,0.0,0.0,49,159984.0,114.02993585174626,1403.0
20190515,3.808,163365.0,156736.0,20.7,14.8,28.0,0.0,0.0,3.9,1.7,48.1,0.0,0.0,49,162672.0,115.86324786324786,1404.0
20190516,3.772,160318.0,153356.0,23.5,16.7,30.0,0.0,0.0,4.1,1.5,43.8,0.0,0.0,49,159675.0,113.8096935138988,1403.0
20190517,4.104,165126.0,158095.0,23.6,17.6,28.3,0.0,0.0,3.2,1.2,44.9,0.0,0.0,49,162628.0,115.83190883190883,1404.0
20190518,4.012,129332.0,121651.0,22.8,19.1,25.9,0.25,0.0,4.8,2.1,46.8,0.0,0.0,49,123929.0,88.3944365192582,1402.0
20190519,0.744,86320.0,83582.0,19.4,17.9,21.6,18.08,22.0,2.7,1.2,93.0,0.0,0.0,49,88246.0,63.34960516870065,1393.0
20190520,3.368,158470.0,151106.0,16.4,13.0,20.2,3.67,8.7,6.1,3.4,63.6,0.0,0.0,49,156927.0,112.01070663811564,1401.0
20190521,4.064,161540.0,154758.0,17.2,11.7,23.8,0.0,0.0,5.9,2.9,52.0,0.0,0.0,49,160065.0,114.08766928011404,1403.0
20190522,4.052,161915.0,154484.0,19.5,12.3,26.5,0.0,0.0,5.4,2.4,46.0,0.0,0.0,49,161275.0,114.5419034090909,1408.0
20190523,3.932,162448.0,155452.0,22.1,15.0,29.2,0.0,0.0,3.5,1.7,45.0,0.0,0.0,49,162538.0,115.76780626780626,1404.0
20190524,4.086,171712.0,163824.0,24.2,16.2,33.4,0.0,0.0,4.1,1.7,46.4,0.0,0.0,49,169448.0,120.9478943611706,1401.0
20190525,4.45,142995.0,132436.0,23.4,18.4,28.6,0.0,0.0,4.2,1.6,45.6,0.0,0.0,49,136343.0,97.38785714285714,1400.0
20190526,3.866,106779.0,99734.0,24.5,18.6,31.1,0.0,0.0,4.5,1.8,39.0,0.0,0.0,49,104111.0,74.73869346733669,1393.0
20190527,1.4,150656.0,143826.0,17.8,14.3,22.3,13.83,7.1,5.3,2.4,80.9,0.0,0.0,49,152765.0,108.57498223169866,1407.0
20190528,4.222,161927.0,154190.0,18.1,11.9,24.6,0.0,0.0,4.9,2.6,45.9,0.0,0.0,49,160184.0,114.25392296718972,1402.0
20190529,4.286,160245.0,152746.0,20.3,13.3,26.5,0.0,0.0,4.9,2.0,48.4,0.0,0.0,49,159871.0,113.86823361823362,1404.0
20190530,3.736,159499.0,153135.0,19.6,14.6,24.5,3.33,0.0,5.4,2.4,48.0,0.0,0.0,49,159041.0,113.0355366027008,1407.0
20190531,4.296,163845.0,155913.0,19.1,16.1,23.3,0.0,0.0,5.4,2.8,49.6,0.0,0.0,49,161386.0,114.94729344729345,1404.0
20190601,4.052,127295.0,120010.0,18.9,14.8,23.7,0.0,0.0,4.2,1.9,60.5,0.0,0.0,49,124257.0,88.37624466571835,1406.0
20190602,3.704,93115.0,89564.0,21.1,14.1,27.8,0.0,0.0,4.6,1.7,42.1,0.0,0.0,49,95113.0,68.32830459770115,1392.0
20190603,4.224,157049.0,148932.0,23.1,16.0,29.5,0.0,0.0,5.0,1.8,42.9,0.0,0.0,49,156943.0,111.70320284697507,1405.0
20190604,4.304,158452.0,151807.0,22.6,17.6,29.0,0.0,0.0,4.4,2.2,56.4,0.0,0.0,49,159241.0,113.25817923186344,1406.0
20190605,4.34,163542.0,155632.0,23.0,17.8,29.6,0.0,0.0,4.3,1.8,63.8,0.0,0.0,49,164885.0,117.5231646471846,1403.0
20190606,2.248,97819.0,93472.0,21.2,18.6,25.1,9.58,7.5,4.1,1.2,75.9,0.0,0.0,49,100448.0,71.79985704074339,1399.0
20190607,2.494,146567.0,140245.0,20.0,17.0,24.7,12.75,35.3,3.5,1.9,77.3,0.0,0.0,49,149882.0,106.9058487874465,1402.0
20190608,4.278,121772.0,114452.0,21.9,16.0,27.6,0.0,0.0,4.0,1.4,57.5,0.0,0.0,49,120993.0,86.17735042735043,1404.0
